gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
DBNDD1	detail/nuclear-body/DBNDD1/DBNDD1-evaluation.md	scored	nuclear-body	64.2	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DDX39A	detail/nuclear-body/DDX39A/DDX39A-evaluation.md	scored	nuclear-body	71.4	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DDX39B	detail/nuclear-body/DDX39B/DDX39B-evaluation.md	scored	nuclear-body	69.7	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DDX42	detail/nuclear-body/DDX42/DDX42-evaluation.md	scored	nuclear-body	63.3	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DDX46	detail/nuclear-body/DDX46/DDX46-evaluation.md	scored	nuclear-body	65.6	8	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DHX8	detail/nuclear-body/DHX8/DHX8-evaluation.md	scored	nuclear-body	66.9	8	189	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DLX6	detail/nuclear-body/DLX6/DLX6-evaluation.md	rejected	nuclear-body		9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC11	detail/nuclear-body/DNAJC11/DNAJC11-evaluation.md	rejected	nuclear-body		4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC28	detail/nuclear-body/DNAJC28/DNAJC28-evaluation.md	scored	nuclear-body	74.4	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNMBP	detail/nuclear-body/DNMBP/DNMBP-evaluation.md	scored	nuclear-body	55.0	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DUSP28	detail/nuclear-body/DUSP28/DUSP28-evaluation.md	scored	nuclear-body	68.9	5	165	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF2D	detail/nuclear-body/EIF2D/EIF2D-evaluation.md	scored	nuclear-body	55.3	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EIF4H	detail/nuclear-body/EIF4H/EIF4H-evaluation.md	scored	nuclear-body	61.1	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ELF2	detail/nuclear-body/ELF2/ELF2-evaluation.md	scored	nuclear-body	55.6	7	194	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ELL3	detail/nuclear-body/ELL3/ELL3-evaluation.md	scored	nuclear-body	72.2	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ELOA	detail/nuclear-body/ELOA/ELOA-evaluation.md	scored	nuclear-body	67.5	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ENOPH1	detail/nuclear-body/ENOPH1/ENOPH1-evaluation.md	scored	nuclear-body	78.9	7	191	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPC1	detail/nuclear-body/EPC1/EPC1-evaluation.md	scored	nuclear-body	49.7	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPC2	detail/nuclear-body/EPC2/EPC2-evaluation.md	scored	nuclear-body	64.4	9	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EPG5	detail/nuclear-body/EPG5/EPG5-evaluation.md	scored	nuclear-body	49.4	7	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERCC8	detail/nuclear-body/ERCC8/ERCC8-evaluation.md	scored	nuclear-body	63.3	9	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ETAA1	detail/nuclear-body/ETAA1/ETAA1-evaluation.md	scored	nuclear-body	65.8	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOC6B	detail/nuclear-body/EXOC6B/EXOC6B-evaluation.md	scored	nuclear-body	60.8	4	191	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOSC1	detail/nuclear-body/EXOSC1/EXOSC1-evaluation.md	scored	nuclear-body	68.3	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EXOSC7	detail/nuclear-body/EXOSC7/EXOSC7-evaluation.md	scored	nuclear-body	81.1	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM107A	detail/nuclear-body/FAM107A/FAM107A-evaluation.md	scored	nuclear-body	61.9	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM122A	detail/nuclear-body/FAM122A/FAM122A-evaluation.md	scored	nuclear-body	61.4	5	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM175A	detail/nuclear-body/FAM175A/FAM175A-evaluation.md	scored	nuclear-body	80.8	9	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM178B	detail/nuclear-body/FAM178B/FAM178B-evaluation.md	scored	nuclear-body	71.9	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM193B	detail/nuclear-body/FAM193B/FAM193B-evaluation.md	scored	nuclear-body	71.1	7	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM206A	detail/nuclear-body/FAM206A/FAM206A-evaluation.md	scored	nuclear-body	73.1	7	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM227B	detail/nuclear-body/FAM227B/FAM227B-evaluation.md	scored	nuclear-body	73.9	7	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FASTK	detail/nuclear-body/FASTK/FASTK-evaluation.md	scored	nuclear-body	61.9	4	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL3	detail/nuclear-body/FBXL3/FBXL3-evaluation.md	scored	nuclear-body	60.6	7	194	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GEMIN6	detail/nuclear-body/GEMIN6/GEMIN6-evaluation.md	scored	nuclear-body	1.83	8	114	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
HDC	detail/nuclear-body/HDC/HDC-evaluation.md	rejected	nuclear-body		4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
MESD	detail/nuclear-body/MESD/MESD-evaluation.md	rejected	nuclear-body		3	139	True	True	True	False	True	True	True	False	False	GOOD	ok_or_rejected_without_score
MRPL44	detail/nuclear-body/MRPL44/MRPL44-evaluation.md	scored	nuclear-body	1.83	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NME8	detail/nuclear-body/NME8/NME8-evaluation.md	scored	nuclear-body	80.3	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NOC3L	detail/nuclear-body/NOC3L/NOC3L-evaluation.md	scored	nuclear-body	78.3	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NRIP2	detail/nuclear-body/NRIP2/NRIP2-evaluation.md	scored	nuclear-body	72.2	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NSMCE4A	detail/nuclear-body/NSMCE4A/NSMCE4A-evaluation.md	scored	nuclear-body	85.0	9	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NSRP1	detail/nuclear-body/NSRP1/NSRP1-evaluation.md	scored	nuclear-body	76.7	9	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
NT5C3A	detail/nuclear-body/NT5C3A/NT5C3A-evaluation.md	scored	nuclear-body	72.8	4	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
PIR	detail/nuclear-body/PIR/PIR-evaluation.md	rejected	nuclear-body		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
PML	detail/nuclear-body/PML/PML-evaluation.md	rejected	nuclear-body		7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
SKI	detail/nuclear-body/SKI/SKI-evaluation.md	rejected	nuclear-body		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
SMS	detail/nuclear-body/SMS/SMS-evaluation.md	rejected	nuclear-body		4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
SP100	detail/nuclear-body/SP100/SP100-evaluation.md	rejected	nuclear-body		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
TRIM8	detail/nuclear-body/TRIM8/TRIM8-evaluation.md	scored	nuclear-body	1.83	7	102	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
AARSD1	detail/nuclear-envelope/AARSD1/AARSD1-evaluation.md	scored	nuclear-envelope	1.83	7	122	True	True	True	True	True	True	True	False	True	GOOD	ok_or_rejected_without_score
ADPRH	detail/nuclear-envelope/ADPRH/ADPRH-evaluation.md	scored	nuclear-envelope	72.8	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
AGPAT3	detail/nuclear-envelope/AGPAT3/AGPAT3-evaluation.md	scored	nuclear-envelope	1.83	6	104	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
AHCTF1	detail/nuclear-envelope/AHCTF1/AHCTF1-evaluation.md	scored	nuclear-envelope	83.3	9	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
AMPD3	detail/nuclear-envelope/AMPD3/AMPD3-evaluation.md	scored	nuclear-envelope	1.83	5	113	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ANKRD17	detail/nuclear-envelope/ANKRD17/ANKRD17-evaluation.md	scored	nuclear-envelope	67.2	7	227	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ANXA11	detail/nuclear-envelope/ANXA11/ANXA11-evaluation.md	scored	nuclear-envelope	1.83	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
AP3B1	detail/nuclear-envelope/AP3B1/AP3B1-evaluation.md	scored	nuclear-envelope	53.6	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ARFGAP1	detail/nuclear-envelope/ARFGAP1/ARFGAP1-evaluation.md	scored	nuclear-envelope	1.83	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ARL6IP6	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	scored	nuclear-envelope	1.83	6	122	True	True	True	True	True	True	True	False	True	GOOD	ok_or_rejected_without_score
BANF1	detail/nuclear-envelope/BANF1/BANF1-evaluation.md	scored	nuclear-envelope	61.7	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
BRAP	detail/nuclear-envelope/BRAP/BRAP-evaluation.md	scored	nuclear-envelope	57.5	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
BROX	detail/nuclear-envelope/BROX/BROX-evaluation.md	scored	nuclear-envelope	81.1	7	188	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
BTNL9	detail/nuclear-envelope/BTNL9/BTNL9-evaluation.md	scored	nuclear-envelope	63.1	4	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
C22orf31	detail/nuclear-envelope/C22orf31/C22orf31-evaluation.md	scored	nuclear-envelope	58.9	4	163	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
C2orf68	detail/nuclear-envelope/C2orf68/C2orf68-evaluation.md	scored	nuclear-envelope	66.1	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
C5orf22	detail/nuclear-envelope/C5orf22/C5orf22-evaluation.md	scored	nuclear-envelope	68.1	4	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
C6orf141	detail/nuclear-envelope/C6orf141/C6orf141-evaluation.md	scored	nuclear-envelope	65.3	4	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC125	detail/nuclear-envelope/CCDC125/CCDC125-evaluation.md	scored	nuclear-envelope	65.3	4	166	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC71	detail/nuclear-envelope/CCDC71/CCDC71-evaluation.md	scored	nuclear-envelope	65.3	4	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CCDC77	detail/nuclear-envelope/CCDC77/CCDC77-evaluation.md	scored	nuclear-envelope	1.83	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CERS5	detail/nuclear-envelope/CERS5/CERS5-evaluation.md	rejected	nuclear-envelope		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CES3	detail/nuclear-envelope/CES3/CES3-evaluation.md	scored	nuclear-envelope	1.83	6	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CETN2	detail/nuclear-envelope/CETN2/CETN2-evaluation.md	scored	nuclear-envelope	74.4	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHMP1B	detail/nuclear-envelope/CHMP1B/CHMP1B-evaluation.md	rejected	nuclear-envelope		7	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHMP2A	detail/nuclear-envelope/CHMP2A/CHMP2A-evaluation.md	scored	nuclear-envelope	64.7	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CHMP7	detail/nuclear-envelope/CHMP7/CHMP7-evaluation.md	scored	nuclear-envelope	69.4	6	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CMSS1	detail/nuclear-envelope/CMSS1/CMSS1-evaluation.md	scored	nuclear-envelope	72.8	7	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CNEP1R1	detail/nuclear-envelope/CNEP1R1/CNEP1R1-evaluation.md	scored	nuclear-envelope	77.8	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CPNE1	detail/nuclear-envelope/CPNE1/CPNE1-evaluation.md	scored	nuclear-envelope	65.8	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CTDNEP1	detail/nuclear-envelope/CTDNEP1/CTDNEP1-evaluation.md	scored	nuclear-envelope	78.9	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
CUEDC2	detail/nuclear-envelope/CUEDC2/CUEDC2-evaluation.md	scored	nuclear-envelope	68.6	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DCTN5	detail/nuclear-envelope/DCTN5/DCTN5-evaluation.md	scored	nuclear-envelope	78.3	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DDX19B	detail/nuclear-envelope/DDX19B/DDX19B-evaluation.md	scored	nuclear-envelope	80.8	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DISP3	detail/nuclear-envelope/DISP3/DISP3-evaluation.md	scored	nuclear-envelope	69.4	7	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJA4	detail/nuclear-envelope/DNAJA4/DNAJA4-evaluation.md	scored	nuclear-envelope	55.3	4	189	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJB12	detail/nuclear-envelope/DNAJB12/DNAJB12-evaluation.md	scored	nuclear-envelope	70.6	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJB2	detail/nuclear-envelope/DNAJB2/DNAJB2-evaluation.md	scored	nuclear-envelope	58.6	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DNAJC1	detail/nuclear-envelope/DNAJC1/DNAJC1-evaluation.md	scored	nuclear-envelope	77.5	7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
DTX2	detail/nuclear-envelope/DTX2/DTX2-evaluation.md	scored	nuclear-envelope	66.9	7	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EMD	detail/nuclear-envelope/EMD/EMD-evaluation.md	rejected	nuclear-envelope		7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ENY2	detail/nuclear-envelope/ENY2/ENY2-evaluation.md	scored	nuclear-envelope	65.0	7	196	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
EOGT	detail/nuclear-envelope/EOGT/EOGT-evaluation.md	rejected	nuclear-envelope		3	122	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
ERICH3	detail/nuclear-envelope/ERICH3/ERICH3-evaluation.md	scored	nuclear-envelope	62.8	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM120C	detail/nuclear-envelope/FAM120C/FAM120C-evaluation.md	scored	nuclear-envelope	71.1	7	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM135B	detail/nuclear-envelope/FAM135B/FAM135B-evaluation.md	scored	nuclear-envelope	56.9	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM156A	detail/nuclear-envelope/FAM156A/FAM156A-evaluation.md	scored	nuclear-envelope	65.6	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM156B	detail/nuclear-envelope/FAM156B/FAM156B-evaluation.md	scored	nuclear-envelope	65.6	4	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM169A	detail/nuclear-envelope/FAM169A/FAM169A-evaluation.md	scored	nuclear-envelope	70.3	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM181B	detail/nuclear-envelope/FAM181B/FAM181B-evaluation.md	scored	nuclear-envelope	58.9	4	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM188A	detail/nuclear-envelope/FAM188A/FAM188A-evaluation.md	scored	nuclear-envelope	77.2	7	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW11	detail/nuclear-envelope/FBXW11/FBXW11-evaluation.md	scored	nuclear-envelope	66.1	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GCHFR	detail/nuclear-envelope/GCHFR/GCHFR-evaluation.md	scored	nuclear-envelope	78.3	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GHDC	detail/nuclear-envelope/GHDC/GHDC-evaluation.md	scored	nuclear-envelope	75.3	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GNAZ	detail/nuclear-envelope/GNAZ/GNAZ-evaluation.md	scored	nuclear-envelope	66.7	4	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
GPR37	detail/nuclear-envelope/GPR37/GPR37-evaluation.md	scored	nuclear-envelope	65.6	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
HS6ST3	detail/nuclear-envelope/HS6ST3/HS6ST3-evaluation.md	scored	nuclear-envelope	68.6	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
INPP4A	detail/nuclear-envelope/INPP4A/INPP4A-evaluation.md	scored	nuclear-envelope	67.5	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
IQCE	detail/nuclear-envelope/IQCE/IQCE-evaluation.md	scored	nuclear-envelope	60.0	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
KASH5	detail/nuclear-envelope/KASH5/KASH5-evaluation.md	scored	nuclear-envelope	72.5	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
KIAA0930	detail/nuclear-envelope/KIAA0930/KIAA0930-evaluation.md	scored	nuclear-envelope	67.2	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
