gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
ANKS3	重新pa一下:573	True	detail/nucleoplasm/ANKS3/ANKS3-evaluation.md	scored	nucleoplasm	55	False	COVERED_SCORED	Report present
ANKS4B	重新pa一下:558	True	detail/nucleoplasm/ANKS4B/ANKS4B-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
ANKS6	重新pa一下:574	True	detail/nucleolus/ANKS6/ANKS6-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
ANLN	Sheet1:80	True	detail/rejected/ANLN/ANLN-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
ANP32A	Sheet1:81	True	detail/rejected/ANP32A/ANP32A-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
ANP32B	Sheet1:83	True	detail/nucleoplasm/ANP32B/ANP32B-evaluation.md	scored	nucleoplasm	221	False	COVERED_SCORED	Report present
ANP32D	研究很多:7	True	detail/nucleoplasm/ANP32D/ANP32D-evaluation.md	scored	nucleoplasm	95	False	COVERED_SCORED	Report present
ANP32E	Sheet1:84	True	detail/nucleoplasm/ANP32E/ANP32E-evaluation.md	scored	nucleoplasm	143	False	COVERED_SCORED	Report present
ANXA10	Sheet1:85	True	detail/rejected/ANXA10/ANXA10-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ANXA11	重新pa一下:1321	True	detail/nuclear-envelope/ANXA11/ANXA11-evaluation.md	scored	nuclear-envelope	177	False	COVERED_SCORED	Report present
ANXA13	重新pa一下:852	True	detail/nucleoplasm/ANXA13/ANXA13-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
ANXA2R	研究很多:44	True	detail/rejected/ANXA2R/ANXA2R-evaluation.md	rejected	rejected	171	False	COVERED_REJECTED	Report present
ANXA5	重新pa一下:1317	True	detail/rejected/ANXA5/ANXA5-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
ANXA9	重新pa一下:277	True	detail/nuclear-body/ANXA9/ANXA9-evaluation.md	scored	nuclear-body	182	False	COVERED_SCORED	Report present
AOPEP	重新pa一下:1245	True	detail/nucleolus/AOPEP/AOPEP-evaluation.md	scored	nucleolus	169	False	COVERED_SCORED	Report present
AOX1	Sheet1:86	True	detail/rejected/AOX1/AOX1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
AP3B1	重新pa一下:164	True	detail/nuclear-envelope/AP3B1/AP3B1-evaluation.md	scored	nuclear-envelope	172	False	COVERED_SCORED	Report present
AP3B2	Sheet1:87	True	detail/nucleoplasm/AP3B2/AP3B2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
AP5B1	重新pa一下:224	True	detail/nucleoplasm/AP5B1/AP5B1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
AP5S1	研究很多:11	True	detail/nucleus-cytoplasm/AP5S1/AP5S1-evaluation.md	scored	nucleus-cytoplasm	97	False	COVERED_SCORED	Report present
AP5Z1	研究很多:12	True	detail/nuclear-speckle/AP5Z1/AP5Z1-evaluation.md	scored	nuclear-speckle	111	False	COVERED_SCORED	Report present
APAF1	Sheet1:88	True	detail/rejected/APAF1/APAF1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
APBA1	重新pa一下:504	True	detail/nucleoplasm/APBA1/APBA1-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
APBB3	重新pa一下:570	True	detail/nuclear-body/APBB3/APBB3-evaluation.md	scored	nuclear-body	183	False	COVERED_SCORED	Report present
APEX1	研究很少:16	True	detail/rejected/APEX1/APEX1-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
APEX2	研究很少:316	True	detail/rejected/APEX2/APEX2-evaluation.md	rejected	rejected	167	False	COVERED_REJECTED	Report present
API5	Sheet1:89	True	detail/nucleoplasm/API5/API5-evaluation.md	scored	nucleoplasm	123	False	COVERED_SCORED	Report present
APIP	重新pa一下:853	True	detail/nucleoplasm/APIP/APIP-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
APLF	重新pa一下:30	True	detail/nucleoplasm/APLF/APLF-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
APOBEC3A_B	研究很多:45	True	detail/rejected/APOBEC3A_B/APOBEC3A_B-evaluation.md	rejected	rejected	163	False	COVERED_REJECTED	Report present
APOL6	研究很多:46	True	detail/rejected/APOL6/APOL6-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
APPBP2	Sheet1:90	True	detail/nucleoplasm/APPBP2/APPBP2-evaluation.md	scored	nucleoplasm	186	False	COVERED_SCORED	Report present
APPL1	Sheet1:91	True	detail/rejected/APPL1/APPL1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
APRT	Sheet1:92	True	detail/rejected/APRT/APRT-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
APTX	Sheet1:93	True	detail/rejected/APTX/APTX-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
AQP7B	研究很多:47	True	detail/rejected/AQP7B/AQP7B-evaluation.md	rejected	rejected	158	False	COVERED_REJECTED	Report present
AQR	Sheet1:94	True	detail/nucleoplasm/AQR/AQR-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
AR	研究很少:19	True	detail/rejected/AR/AR-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
ARB2A	研究很多:48	True	detail/nucleoplasm/ARB2A/ARB2A-evaluation.md	scored	nucleoplasm	164	False	COVERED_SCORED	Report present
ARFGAP1	重新pa一下:728	True	detail/nuclear-envelope/ARFGAP1/ARFGAP1-evaluation.md	scored	nuclear-envelope	177	False	COVERED_SCORED	Report present
ARFGEF1	Sheet1:95	True	detail/nucleolus/ARFGEF1/ARFGEF1-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
ARFIP1	研究很多:50	True	detail/rejected/ARFIP1/ARFIP1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
ARFIP2	重新pa一下:177	True	detail/nucleolus/ARFIP2/ARFIP2-evaluation.md	scored	nucleolus	181	False	COVERED_SCORED	Report present
ARGFX	Sheet1:96	True	detail/nucleoplasm/ARGFX/ARGFX-evaluation.md	scored	nucleoplasm	121	False	COVERED_SCORED	Report present
ARGLU1	Sheet1:97	True	detail/nuclear-speckle/ARGLU1/ARGLU1-evaluation.md	scored	nuclear-speckle	184	False	COVERED_SCORED	Report present
ARID1A	研究很少:59	True	detail/rejected/ARID1A/ARID1A-evaluation.md	scored	rejected	173	False	COVERED_REJECTED	Report present
ARID1B	研究很少:321	True	detail/rejected/ARID1B/ARID1B-evaluation.md	scored	rejected	172	False	COVERED_REJECTED	Report present
ARID3A	Sheet1:98	True	detail/chromatin/ARID3A/ARID3A-evaluation.md	scored	chromatin	229	False	COVERED_SCORED	Report present
ARID3B	Sheet1:99	True	detail/nucleoplasm/ARID3B/ARID3B-evaluation.md	scored	nucleoplasm	231	False	COVERED_SCORED	Report present
ARID3C	研究很多:63	True	detail/nucleoplasm/ARID3C/ARID3C-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
ARID4A	重新pa一下:1179	True	detail/nucleoplasm/ARID4A/ARID4A-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
ARID4B	Sheet1:100	True	detail/nucleoplasm/ARID4B/ARID4B-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
ARID5A	Sheet1:101	True	detail/nucleolus/ARID5A/ARID5A-evaluation.md	scored	nucleolus	217	False	COVERED_SCORED	Report present
ARID5B	Sheet1:102	True	detail/rejected/ARID5B/ARID5B-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ARIH1	重新pa一下:1323	True	detail/nuclear-body/ARIH1/ARIH1-evaluation.md	scored	nuclear-body	181	False	COVERED_SCORED	Report present
ARIH2	重新pa一下:1239	True	detail/nucleoplasm/ARIH2/ARIH2-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
ARK2C	研究很多:55	True	detail/nucleoplasm/ARK2C/ARK2C-evaluation.md	scored	nucleoplasm	113	False	COVERED_SCORED	Report present
ARK2N	重新pa一下:3	True	detail/nucleoplasm/ARK2N/ARK2N-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
ARL14EP	重新pa一下:278	True	detail/nucleolus/ARL14EP/ARL14EP-evaluation.md	scored	nucleolus	175	False	COVERED_SCORED	Report present
ARL17A	研究很多:51	True	detail/rejected/ARL17A/ARL17A-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
ARL17B	研究很多:52	True	detail/rejected/ARL17B/ARL17B-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
ARL2	Sheet1:103	True	detail/rejected/ARL2/ARL2-evaluation.md	rejected	rejected	186	False	COVERED_REJECTED	Report present
ARL2BP	重新pa一下:537	True	detail/nucleoplasm/ARL2BP/ARL2BP-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
ARL3	Sheet1:104	True	detail/rejected/ARL3/ARL3-evaluation.md	rejected	rejected	186	False	COVERED_REJECTED	Report present
ARL4A	研究很多:14	True	detail/nucleolus/ARL4A/ARL4A-evaluation.md	scored	nucleolus	121	False	COVERED_SCORED	Report present
ARL6	重新pa一下:154	True	detail/nucleoplasm/ARL6/ARL6-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
ARL6IP6	研究很多:15	True	detail/nuclear-envelope/ARL6IP6/ARL6IP6-evaluation.md	scored	nuclear-envelope	120	False	COVERED_SCORED	Report present
ARMC2	研究很多:56	True	detail/rejected/ARMC2/ARMC2-evaluation.md	rejected	rejected	171	False	COVERED_REJECTED	Report present
ARMC5	Sheet1:105	True	detail/rejected/ARMC5/ARMC5-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ARMC8	重新pa一下:279	True	detail/nucleus-cytoplasm/ARMC8/ARMC8-evaluation.md	scored	nucleus-cytoplasm	174	False	COVERED_SCORED	Report present
ARMCX3	Sheet1:106	True	detail/nucleoplasm/ARMCX3/ARMCX3-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
ARMCX4	重新pa一下:1106	True	detail/nucleus-cytoplasm/ARMCX4/ARMCX4-evaluation.md	scored	nucleus-cytoplasm	161	False	COVERED_SCORED	Report present
ARMCX5	重新pa一下:576	True	detail/nuclear-speckle/ARMCX5/ARMCX5-evaluation.md	scored	nuclear-speckle	160	False	COVERED_SCORED	Report present
ARNT	Sheet1:107	True	detail/rejected/ARNT/ARNT-evaluation.md	scored	rejected	213	False	COVERED_REJECTED	Report present
ARNT2	Sheet1:108	True	detail/rejected/ARNT2/ARNT2-evaluation.md	scored	rejected	196	False	COVERED_REJECTED	Report present
ARPP19	Sheet1:109	True	detail/nucleoplasm/ARPP19/ARPP19-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
ARPP21	Sheet1:110	True	detail/nucleoplasm/ARPP21/ARPP21-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
ARRB1	Sheet1:111	True	detail/rejected/ARRB1/ARRB1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ARRB2	Sheet1:112	True	detail/rejected/ARRB2/ARRB2-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ARRDC2	Sheet1:113	True	detail/nucleoplasm/ARRDC2/ARRDC2-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
ARVCF	Sheet1:114	True	detail/nucleoplasm/ARVCF/ARVCF-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
ARX	研究很少:454	True	detail/rejected/ARX/ARX-evaluation.md	rejected	rejected	168	False	COVERED_REJECTED	Report present
ASAP3	重新pa一下:729	True	detail/nucleus-cytoplasm/ASAP3/ASAP3-evaluation.md	scored	nucleus-cytoplasm	170	False	COVERED_SCORED	Report present
ASB1	Sheet1:115	True	detail/nucleoplasm/ASB1/ASB1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
ASB10	研究很多:26	True	detail/nucleus-cytoplasm/ASB10/ASB10-evaluation.md	scored	nucleus-cytoplasm	103	False	COVERED_SCORED	Report present
ASB13	研究很多:27	True	detail/nucleoplasm/ASB13/ASB13-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
ASB18	Sheet1:116	True	detail/nucleolus/ASB18/ASB18-evaluation.md	scored	nucleolus	166	False	COVERED_SCORED	Report present
ASB2	Sheet1:117	True	detail/nucleolus/ASB2/ASB2-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
ASB7	重新pa一下:572	True	detail/chromatin/ASB7/ASB7-evaluation.md	scored	chromatin	149	False	COVERED_SCORED	Report present
ASCC1	Sheet1:118	True	detail/nuclear-speckle/ASCC1/ASCC1-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
ASCC2	Sheet1:119	True	detail/rejected/ASCC2/ASCC2-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ASCC3	Sheet1:120	True	detail/nuclear-speckle/ASCC3/ASCC3-evaluation.md	scored	nuclear-speckle	183	False	COVERED_SCORED	Report present
ASCL1	研究很少:50	True	detail/rejected/ASCL1/ASCL1-evaluation.md	scored	rejected	188	False	COVERED_REJECTED	Report present
ASCL2	Sheet1:121	True	detail/rejected/ASCL2/ASCL2-evaluation.md	rejected	rejected	161	False	COVERED_REJECTED	Report present
ASCL3	重新pa一下:551	True	detail/nucleoplasm/ASCL3/ASCL3-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
ASCL4	Sheet1:122	True	detail/nucleoplasm/ASCL4/ASCL4-evaluation.md	scored	nucleoplasm	166	False	COVERED_SCORED	Report present
ASCL5	重新pa一下:1155	True	detail/nucleoplasm/ASCL5/ASCL5-evaluation.md	scored	nucleoplasm	158	False	COVERED_SCORED	Report present
ASF1A	Sheet1:123	True	detail/chromatin/ASF1A/ASF1A-evaluation.md	scored	chromatin	115	False	COVERED_SCORED	Report present
ASF1B	Sheet1:124	True	detail/nucleoplasm/ASF1B/ASF1B-evaluation.md	scored	nucleoplasm	114	False	COVERED_SCORED	Report present
ASH1L	研究很少:469	True	detail/rejected/ASH1L/ASH1L-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
ASH2L	研究很少:407	True	detail/rejected/ASH2L/ASH2L-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
ASPA	研究很少:178	True	detail/rejected/ASPA/ASPA-evaluation.md	rejected	rejected	168	False	COVERED_REJECTED	Report present
ASPDH	研究很多:57	True	detail/rejected/ASPDH/ASPDH-evaluation.md	rejected	rejected	175	False	COVERED_REJECTED	Report present
ASPM	Sheet1:125	True	detail/rejected/ASPM/ASPM-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ASPSCR1	Sheet1:126	True	detail/rejected/ASPSCR1/ASPSCR1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ASRGL1	重新pa一下:525	True	detail/nucleus-cytoplasm/ASRGL1/ASRGL1-evaluation.md	scored	nucleus-cytoplasm	140	False	COVERED_SCORED	Report present
ASS1	Sheet1:127	True	detail/rejected/ASS1/ASS1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ASXL1	研究很少:150	True	detail/rejected/ASXL1/ASXL1-evaluation.md	rejected	rejected	168	False	COVERED_REJECTED	Report present
ASXL2	Sheet1:128	True	detail/rejected/ASXL2/ASXL2-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ASXL3	Sheet1:129	True	detail/chromatin/ASXL3/ASXL3-evaluation.md	scored	chromatin	189	False	COVERED_SCORED	Report present
ASZ1	重新pa一下:209	True	detail/nucleus-cytoplasm/ASZ1/ASZ1-evaluation.md	scored	nucleus-cytoplasm	171	False	COVERED_SCORED	Report present
ATE1	Sheet1:130	True	detail/rejected/ATE1/ATE1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATF1	研究很少:402	True	detail/rejected/ATF1/ATF1-evaluation.md	rejected	rejected	172	False	COVERED_REJECTED	Report present
ATF2	研究很少:497	True	detail/rejected/ATF2/ATF2-evaluation.md	rejected	rejected	165	False	COVERED_REJECTED	Report present
ATF3	研究很少:197	True	detail/rejected/ATF3/ATF3-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
ATF4	研究很少:143	True	detail/rejected/ATF4/ATF4-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
ATF5	Sheet1:131	True	detail/rejected/ATF5/ATF5-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATF6	研究很少:345	True	detail/rejected/ATF6/ATF6-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
ATF6B	Sheet1:132	True	detail/nucleolus/ATF6B/ATF6B-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
ATF7	Sheet1:133	True	detail/nucleoplasm/ATF7/ATF7-evaluation.md	scored	nucleoplasm	196	False	COVERED_SCORED	Report present
ATF7IP	Sheet1:134	True	detail/nucleoplasm/ATF7IP/ATF7IP-evaluation.md	scored	nucleoplasm	260	False	COVERED_SCORED	Report present
ATF7IP2	Sheet1:135	True	detail/nucleoplasm/ATF7IP2/ATF7IP2-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
ATG10	重新pa一下:1034	True	detail/rejected/ATG10/ATG10-evaluation.md	rejected	rejected	169	False	COVERED_REJECTED	Report present
ATG12	Sheet1:136	True	detail/rejected/ATG12/ATG12-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATG13	Sheet1:137	True	detail/rejected/ATG13/ATG13-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATG16L2	研究很少:495	True	detail/nucleoplasm/ATG16L2/ATG16L2-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
ATG2A	重新pa一下:730	True	detail/nucleus-cytoplasm/ATG2A/ATG2A-evaluation.md	scored	nucleus-cytoplasm	172	False	COVERED_SCORED	Report present
ATG4C	研究很多:65	True	detail/rejected/ATG4C/ATG4C-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
ATG7	研究很少:342	True	detail/rejected/ATG7/ATG7-evaluation.md	rejected	rejected	173	False	COVERED_REJECTED	Report present
ATM	研究很少:55	True	detail/rejected/ATM/ATM-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
ATN1	Sheet1:138	True	detail/rejected/ATN1/ATN1-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATOH1	研究很少:195	True	detail/rejected/ATOH1/ATOH1-evaluation.md	rejected	rejected	168	False	COVERED_REJECTED	Report present
ATOH7	Sheet1:139	True	detail/rejected/ATOH7/ATOH7-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATOH8	Sheet1:140	True	detail/nuclear-speckle/ATOH8/ATOH8-evaluation.md	scored	nuclear-speckle	172	False	COVERED_SCORED	Report present
ATOSA	研究很多:61	True	detail/nucleoplasm/ATOSA/ATOSA-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
ATOSB	研究很多:62	True	detail/nucleoplasm/ATOSB/ATOSB-evaluation.md	scored	nucleoplasm	144	False	COVERED_SCORED	Report present
ATOX1	重新pa一下:1033	True	detail/rejected/ATOX1/ATOX1-evaluation.md	rejected	rejected	157	False	COVERED_REJECTED	Report present
ATR	研究很少:217	True	detail/rejected/ATR/ATR-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
ATRIP	Sheet1:141	True	detail/rejected/ATRIP/ATRIP-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
ATRNL1	Sheet1:142	True	detail/nucleoplasm/ATRNL1/ATRNL1-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
ATRX	研究很少:127	True	detail/rejected/ATRX/ATRX-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
ATXN1	研究很少:504	True	detail/rejected/ATXN1/ATXN1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
ATXN1L	Sheet1:143	True	detail/nucleoplasm/ATXN1L/ATXN1L-evaluation.md	scored	nucleoplasm	272	False	COVERED_SCORED	Report present
ATXN2L	重新pa一下:1107	True	detail/nuclear-speckle/ATXN2L/ATXN2L-evaluation.md	scored	nuclear-speckle	179	False	COVERED_SCORED	Report present
ATXN3	Sheet1:144	True	detail/rejected/ATXN3/ATXN3-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATXN3L	重新pa一下:281	True	detail/nucleoplasm/ATXN3L/ATXN3L-evaluation.md	scored	nucleoplasm	159	False	COVERED_SCORED	Report present
ATXN7	Sheet1:145	True	detail/rejected/ATXN7/ATXN7-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
ATXN7L1	研究很多:58	True	detail/rejected/ATXN7L1/ATXN7L1-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
ATXN7L2	研究很多:59	True	detail/rejected/ATXN7L2/ATXN7L2-evaluation.md	rejected	rejected	170	False	COVERED_REJECTED	Report present
ATXN7L3	Sheet1:146	True	detail/nuclear-speckle/ATXN7L3/ATXN7L3-evaluation.md	scored	nuclear-speckle	244	False	COVERED_SCORED	Report present
ATXN7L3B	重新pa一下:282	True	detail/nucleus-cytoplasm/ATXN7L3B/ATXN7L3B-evaluation.md	scored	nucleus-cytoplasm	161	False	COVERED_SCORED	Report present
ATXN8	研究很多:60	True	detail/nucleoplasm/ATXN8/ATXN8-evaluation.md	scored	nucleoplasm	122	False	COVERED_SCORED	Report present
AUNIP	重新pa一下:284	True	detail/chromatin/AUNIP/AUNIP-evaluation.md	scored	chromatin	145	False	COVERED_SCORED	Report present
AUP1	重新pa一下:283	True	detail/nucleoplasm/AUP1/AUP1-evaluation.md	scored	nucleoplasm	133	False	COVERED_SCORED	Report present
AURKA	Sheet1:147	True	detail/rejected/AURKA/AURKA-evaluation.md	rejected	rejected	19	False	COVERED_REJECTED	Report present
