gene	path	status	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed	has_structure	has_ppi	has_scoring_table	has_final_decision	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	is_blocking_incomplete	reason
SHOC2	detail/rejected/SHOC2/SHOC2-evaluation.md	rejected	45	829	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SHOX	detail/rejected/SHOX/SHOX-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SHOX2	detail/rejected/SHOX2/SHOX2-evaluation.md	rejected	45	756	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIGLEC11	detail/rejected/SIGLEC11/SIGLEC11-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIK2	detail/rejected/SIK2/SIK2-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIM1	detail/rejected/SIM1/SIM1-evaluation.md	rejected	45	820	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIM2	detail/rejected/SIM2/SIM2-evaluation.md	rejected	45	820	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIPA1	detail/rejected/SIPA1/SIPA1-evaluation.md	rejected	45	831	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIX3	detail/rejected/SIX3/SIX3-evaluation.md	rejected	45	785	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIX4	detail/rejected/SIX4/SIX4-evaluation.md	rejected	45	784	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIX5	detail/rejected/SIX5/SIX5-evaluation.md	rejected	45	784	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SIX6	detail/rejected/SIX6/SIX6-evaluation.md	rejected	45	785	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SKA1	detail/rejected/SKA1/SKA1-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SKA2	detail/rejected/SKA2/SKA2-evaluation.md	rejected	45	767	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SKIL	detail/rejected/SKIL/SKIL-evaluation.md	rejected	45	786	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SKP1	detail/rejected/SKP1/SKP1-evaluation.md	rejected	45	815	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SKP2	detail/rejected/SKP2/SKP2-evaluation.md	rejected	45	817	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SLA	detail/rejected/SLA/SLA-evaluation.md	rejected	45	756	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SLFN11	detail/rejected/SLFN11/SLFN11-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SLX1A	detail/rejected/SLX1A/SLX1A-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SLX4	detail/rejected/SLX4/SLX4-evaluation.md	rejected	45	854	True	True	True	True	True	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
SMAD5	detail/rejected/SMAD5/SMAD5-evaluation.md	rejected	45	762	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SMN2	detail/rejected/SMN2/SMN2-evaluation.md	rejected	32	575	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SMOX	detail/rejected/SMOX/SMOX-evaluation.md	rejected	45	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SMUG1	detail/rejected/SMUG1/SMUG1-evaluation.md	rejected	45	868	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SMURF2	detail/rejected/SMURF2/SMURF2-evaluation.md	rejected	39	895	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
SND1	detail/rejected/SND1/SND1-evaluation.md	rejected	45	792	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOBP	detail/rejected/SOBP/SOBP-evaluation.md	rejected	45	803	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOCS1	detail/rejected/SOCS1/SOCS1-evaluation.md	rejected	45	781	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOCS4	detail/rejected/SOCS4/SOCS4-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOCS6	detail/rejected/SOCS6/SOCS6-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOS2	detail/rejected/SOS2/SOS2-evaluation.md	rejected	45	786	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOX18	detail/rejected/SOX18/SOX18-evaluation.md	rejected	45	812	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOX21	detail/rejected/SOX21/SOX21-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOX5	detail/rejected/SOX5/SOX5-evaluation.md	rejected	45	806	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOX7	detail/rejected/SOX7/SOX7-evaluation.md	rejected	45	807	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SOX8	detail/rejected/SOX8/SOX8-evaluation.md	rejected	45	806	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SP110	detail/rejected/SP110/SP110-evaluation.md	rejected	45	796	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SP6	detail/rejected/SP6/SP6-evaluation.md	rejected	45	797	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SP9	detail/rejected/SP9/SP9-evaluation.md	rejected	45	796	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPAG4	detail/rejected/SPAG4/SPAG4-evaluation.md	rejected	45	744	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPAG5	detail/rejected/SPAG5/SPAG5-evaluation.md	rejected	45	773	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPAST	detail/rejected/SPAST/SPAST-evaluation.md	rejected	45	749	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPATA24	detail/rejected/SPATA24/SPATA24-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SPATA33	detail/rejected/SPATA33/SPATA33-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SPATA4	detail/rejected/SPATA4/SPATA4-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SPATA46	detail/rejected/SPATA46/SPATA46-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SPEG	detail/rejected/SPEG/SPEG-evaluation.md	rejected	45	799	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPHK2	detail/rejected/SPHK2/SPHK2-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPIC	detail/rejected/SPIC/SPIC-evaluation.md	rejected	45	813	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPIN1	detail/rejected/SPIN1/SPIN1-evaluation.md	rejected	45	756	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPIN2B	detail/rejected/SPIN2B/SPIN2B-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SPRED1	detail/rejected/SPRED1/SPRED1-evaluation.md	rejected	45	840	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SPRY1	detail/rejected/SPRY1/SPRY1-evaluation.md	rejected	45	775	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SQSTM1	detail/rejected/SQSTM1/SQSTM1-evaluation.md	rejected	45	765	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SREBF1	detail/rejected/SREBF1/SREBF1-evaluation.md	rejected	45	808	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SREBF2	detail/rejected/SREBF2/SREBF2-evaluation.md	rejected	45	852	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SRM	detail/rejected/SRM/SRM-evaluation.md	rejected	45	759	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SRP54	detail/rejected/SRP54/SRP54-evaluation.md	rejected	45	765	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SRRT	detail/rejected/SRRT/SRRT-evaluation.md	rejected	45	822	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SSH1	detail/rejected/SSH1/SSH1-evaluation.md	rejected	45	753	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SSUH2	detail/rejected/SSUH2/SSUH2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SSX2B	detail/rejected/SSX2B/SSX2B-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
ST14	detail/rejected/ST14/ST14-evaluation.md	rejected	45	782	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
ST7	detail/rejected/ST7/ST7-evaluation.md	rejected	45	767	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
STAB1	detail/rejected/STAB1/STAB1-evaluation.md	rejected	45	752	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
STARD9	detail/rejected/STARD9/STARD9-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
STIL	detail/rejected/STIL/STIL-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
STPG1	detail/rejected/STPG1/STPG1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
STPG4	detail/rejected/STPG4/STPG4-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
STRADB	detail/rejected/STRADB/STRADB-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
STX2	detail/rejected/STX2/STX2-evaluation.md	rejected	45	753	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
STXBP1	detail/rejected/STXBP1/STXBP1-evaluation.md	rejected	45	771	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
STYX	detail/rejected/STYX/STYX-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SUFU	detail/rejected/SUFU/SUFU-evaluation.md	rejected	45	784	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SUN2	detail/rejected/SUN2/SUN2-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SYCP2L	detail/rejected/SYCP2L/SYCP2L-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SYNE1	detail/rejected/SYNE1/SYNE1-evaluation.md	rejected	45	843	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
SYNE3	detail/rejected/SYNE3/SYNE3-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
SYNGAP1	detail/rejected/SYNGAP1/SYNGAP1-evaluation.md	rejected	45	789	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Slfn1	detail/rejected/Slfn1/Slfn1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Sox19	detail/rejected/Sox19/Sox19-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Ssxa1	detail/rejected/Ssxa1/Ssxa1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TAB2	detail/rejected/TAB2/TAB2-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
TAGLN	detail/rejected/TAGLN/TAGLN-evaluation.md	rejected	45	752	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TATDN1	detail/rejected/TATDN1/TATDN1-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TATDN2	detail/rejected/TATDN2/TATDN2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TATDN3	detail/rejected/TATDN3/TATDN3-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TAX1BP3	detail/rejected/TAX1BP3/TAX1BP3-evaluation.md	rejected	45	830	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBATA	detail/rejected/TBATA/TBATA-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TBL1XR1	detail/rejected/TBL1XR1/TBL1XR1-evaluation.md	rejected	45	784	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBR1	detail/rejected/TBR1/TBR1-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBX15	detail/rejected/TBX15/TBX15-evaluation.md	rejected	45	780	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBX19	detail/rejected/TBX19/TBX19-evaluation.md	rejected	45	780	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBX20	detail/rejected/TBX20/TBX20-evaluation.md	rejected	45	781	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBX6	detail/rejected/TBX6/TBX6-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TBXT	detail/rejected/TBXT/TBXT-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TC2N	detail/rejected/TC2N/TC2N-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TCEANC2	detail/rejected/TCEANC2/TCEANC2-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TCF12	detail/rejected/TCF12/TCF12-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TCF24	detail/rejected/TCF24/TCF24-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TCF7L1	detail/rejected/TCF7L1/TCF7L1-evaluation.md	rejected	45	832	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TCOF1	detail/rejected/TCOF1/TCOF1-evaluation.md	rejected	45	778	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TCP10L	detail/rejected/TCP10L/TCP10L-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TDP1	detail/rejected/TDP1/TDP1-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TDP2	detail/rejected/TDP2/TDP2-evaluation.md	rejected	45	769	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TDRP	detail/rejected/TDRP/TDRP-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TEAD2	detail/rejected/TEAD2/TEAD2-evaluation.md	rejected	45	802	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TEN1	detail/rejected/TEN1/TEN1-evaluation.md	rejected	45	807	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TERB2	detail/rejected/TERB2/TERB2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TERF1	detail/rejected/TERF1/TERF1-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TERF2	detail/rejected/TERF2/TERF2-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TERF2IP	detail/rejected/TERF2IP/TERF2IP-evaluation.md	rejected	45	830	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TESK2	detail/rejected/TESK2/TESK2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TEX14	detail/rejected/TEX14/TEX14-evaluation.md	rejected	45	838	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TEX55	detail/rejected/TEX55/TEX55-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TFAP2B	detail/rejected/TFAP2B/TFAP2B-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TFAP4	detail/rejected/TFAP4/TFAP4-evaluation.md	rejected	45	792	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TFCP2	detail/rejected/TFCP2/TFCP2-evaluation.md	rejected	45	765	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TFCP2L1	detail/rejected/TFCP2L1/TFCP2L1-evaluation.md	rejected	45	811	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TFEC	detail/rejected/TFEC/TFEC-evaluation.md	rejected	45	760	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TGFB1I1	detail/rejected/TGFB1I1/TGFB1I1-evaluation.md	rejected	45	795	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TGIF2	detail/rejected/TGIF2/TGIF2-evaluation.md	rejected	45	803	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TGIF2LY	detail/rejected/TGIF2LY/TGIF2LY-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
THBD	detail/rejected/THBD/THBD-evaluation.md	rejected	45	757	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
THEMIS	detail/rejected/THEMIS/THEMIS-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
THRA	detail/rejected/THRA/THRA-evaluation.md	rejected	45	768	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
THRSP	detail/rejected/THRSP/THRSP-evaluation.md	rejected	45	767	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TIMELESS	detail/rejected/TIMELESS/TIMELESS-evaluation.md	rejected	45	809	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TINF2	detail/rejected/TINF2/TINF2-evaluation.md	rejected	45	819	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TJP2	detail/rejected/TJP2/TJP2-evaluation.md	rejected	45	762	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TKT	detail/rejected/TKT/TKT-evaluation.md	rejected	45	749	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TLE1	detail/rejected/TLE1/TLE1-evaluation.md	rejected	45	824	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TLE3	detail/rejected/TLE3/TLE3-evaluation.md	rejected	45	823	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TLE4	detail/rejected/TLE4/TLE4-evaluation.md	rejected	45	823	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TLX1	detail/rejected/TLX1/TLX1-evaluation.md	rejected	45	794	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TMC8	detail/rejected/TMC8/TMC8-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TMPO	detail/rejected/TMPO/TMPO-evaluation.md	rejected	45	750	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TMSB4X	detail/rejected/TMSB4X/TMSB4X-evaluation.md	rejected	45	800	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNFAIP8	detail/rejected/TNFAIP8/TNFAIP8-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNIK	detail/rejected/TNIK/TNIK-evaluation.md	rejected	45	771	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNKS	detail/rejected/TNKS/TNKS-evaluation.md	rejected	45	817	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNKS1BP1	detail/rejected/TNKS1BP1/TNKS1BP1-evaluation.md	rejected	48	902	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TNKS2	detail/rejected/TNKS2/TNKS2-evaluation.md	rejected	45	823	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNMD	detail/rejected/TNMD/TNMD-evaluation.md	rejected	45	742	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNNI1	detail/rejected/TNNI1/TNNI1-evaluation.md	rejected	45	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNNT1	detail/rejected/TNNT1/TNNT1-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNNT2	detail/rejected/TNNT2/TNNT2-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNP2	detail/rejected/TNP2/TNP2-evaluation.md	rejected	45	757	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNPO1	detail/rejected/TNPO1/TNPO1-evaluation.md	rejected	45	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TNPO3	detail/rejected/TNPO3/TNPO3-evaluation.md	rejected	45	754	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TOLLIP	detail/rejected/TOLLIP/TOLLIP-evaluation.md	rejected	45	768	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TOR1A	detail/rejected/TOR1A/TOR1A-evaluation.md	rejected	45	804	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TOR1B	detail/rejected/TOR1B/TOR1B-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TOX3	detail/rejected/TOX3/TOX3-evaluation.md	rejected	45	781	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TP53BP1	detail/rejected/TP53BP1/TP53BP1-evaluation.md	rejected	45	788	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TP53BP2	detail/rejected/TP53BP2/TP53BP2-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TP53INP1	detail/rejected/TP53INP1/TP53INP1-evaluation.md	rejected	45	859	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TP53INP2	detail/rejected/TP53INP2/TP53INP2-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TP73	detail/rejected/TP73/TP73-evaluation.md	rejected	45	755	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TPI1	detail/rejected/TPI1/TPI1-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TPP2	detail/rejected/TPP2/TPP2-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
TPRX2	detail/rejected/TPRX2/TPRX2-evaluation.md	rejected	45	744	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
TPX2	detail/rejected/TPX2/TPX2-evaluation.md	rejected	45	804	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
