gene	path	status	category	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_te_relevance_reasoning	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	risk_level	recommended_action	reason
ACBD6	detail/nucleus-cytoplasm/ACBD6/ACBD6-evaluation.md	scored	nucleus-cytoplasm	94	3529	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TIPIN	detail/nucleus-cytoplasm/TIPIN/TIPIN-evaluation.md	scored	nucleus-cytoplasm	149	5865	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SESN3	detail/nucleus-cytoplasm/SESN3/SESN3-evaluation.md	scored	nucleus-cytoplasm	165	4318	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BLVRB	detail/nucleus-cytoplasm/BLVRB/BLVRB-evaluation.md	scored	nucleus-cytoplasm	186	6079	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
BOLA2B	detail/nucleus-cytoplasm/BOLA2B/BOLA2B-evaluation.md	scored	nucleus-cytoplasm	157	8316	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ARVCF	detail/nucleus-cytoplasm/ARVCF/ARVCF-evaluation.md	scored	nucleus-cytoplasm	209	7153	True	False	True	True	True	True	True	True	False	True	False	False	False	False	LOW	KEEP	HPA
PFN3	detail/nucleus-cytoplasm/PFN3/PFN3-evaluation.md	scored	nucleus-cytoplasm	167	4149	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CETN3	detail/nucleus-cytoplasm/CETN3/CETN3-evaluation.md	scored	nucleus-cytoplasm	182	5881	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
AGBL5	detail/nucleus-cytoplasm/AGBL5/AGBL5-evaluation.md	scored	nucleus-cytoplasm	217	10358	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
OGFOD1	detail/nucleus-cytoplasm/OGFOD1/OGFOD1-evaluation.md	scored	nucleus-cytoplasm	186	4883	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BKGD	detail/nucleus-cytoplasm/BKGD/BKGD-evaluation.md	scored	nucleus-cytoplasm	178	5345	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
CABYR	detail/nucleus-cytoplasm/CABYR/CABYR-evaluation.md	scored	nucleus-cytoplasm	66	2587	True	True	True	True	True	False	True	True	True	True	False	False	False	False	LOW	KEEP	PDB
TACC1	detail/nucleus-cytoplasm/TACC1/TACC1-evaluation.md	scored	nucleus-cytoplasm	173	4588	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
BAG5	detail/nucleus-cytoplasm/BAG5/BAG5-evaluation.md	scored	nucleus-cytoplasm	158	6282	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
SUGT1	detail/nucleus-cytoplasm/SUGT1/SUGT1-evaluation.md	scored	nucleus-cytoplasm	184	4840	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ANKRD33	detail/nucleus-cytoplasm/ANKRD33/ANKRD33-evaluation.md	scored	nucleus-cytoplasm	103	4102	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TCFL5	detail/nucleus-cytoplasm/TCFL5/TCFL5-evaluation.md	scored	nucleus-cytoplasm	170	4437	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CALML6	detail/nucleus-cytoplasm/CALML6/CALML6-evaluation.md	scored	nucleus-cytoplasm	65	2918	True	True	True	True	True	False	True	True	True	True	False	False	False	False	LOW	KEEP	PDB
AKAP7	detail/nucleus-cytoplasm/AKAP7/AKAP7-evaluation.md	scored	nucleus-cytoplasm	143	4979	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
BICRAL	detail/nucleus-cytoplasm/BICRAL/BICRAL-evaluation.md	scored	nucleus-cytoplasm	170	4710	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ANKLE1	detail/nucleus-cytoplasm/ANKLE1/ANKLE1-evaluation.md	scored	nucleus-cytoplasm	219	7408	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
IER2	detail/nucleus-cytoplasm/IER2/IER2-evaluation.md	scored	nucleus-cytoplasm	174	4601	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ATXN7L3B	detail/nucleus-cytoplasm/ATXN7L3B/ATXN7L3B-evaluation.md	scored	nucleus-cytoplasm	162	4785	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CYB5R3	detail/nucleus-cytoplasm/CYB5R3/CYB5R3-evaluation.md	scored	nucleus-cytoplasm	185	7003	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
IER5	detail/nucleus-cytoplasm/IER5/IER5-evaluation.md	scored	nucleus-cytoplasm	174	4503	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
COA6	detail/nucleus-cytoplasm/COA6/COA6-evaluation.md	scored	nucleus-cytoplasm	166	6621	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CCDC88B	detail/nucleus-cytoplasm/CCDC88B/CCDC88B-evaluation.md	scored	nucleus-cytoplasm	201	5666	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
LETMD1	detail/nucleus-cytoplasm/LETMD1/LETMD1-evaluation.md	scored	nucleus-cytoplasm	168	5589	True	True	True	True	True	False	True	True	False	True	False	False	False	False	LOW	KEEP	PDB
VPS72	detail/nucleus-cytoplasm/VPS72/VPS72-evaluation.md	scored	nucleus-cytoplasm	181	4961	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
NUDC	detail/nucleus-cytoplasm/NUDC/NUDC-evaluation.md	scored	nucleus-cytoplasm	180	4653	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TCF20	detail/nucleus-cytoplasm/TCF20/TCF20-evaluation.md	scored	nucleus-cytoplasm	172	4522	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
CBR3	detail/nucleus-cytoplasm/CBR3/CBR3-evaluation.md	scored	nucleus-cytoplasm	200	5527	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CASC3	detail/nucleus-cytoplasm/CASC3/CASC3-evaluation.md	scored	nucleus-cytoplasm	179	5431	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
TFPT	detail/nucleus-cytoplasm/TFPT/TFPT-evaluation.md	scored	nucleus-cytoplasm	186	5140	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
TGIF2LX	detail/nucleus-cytoplasm/TGIF2LX/TGIF2LX-evaluation.md	scored	nucleus-cytoplasm	175	4679	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
PUS10	detail/nucleus-cytoplasm/PUS10/PUS10-evaluation.md	scored	nucleus-cytoplasm	175	4549	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ASRGL1	detail/nucleus-cytoplasm/ASRGL1/ASRGL1-evaluation.md	scored	nucleus-cytoplasm	141	6359	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NFKBIB	detail/nucleus-cytoplasm/NFKBIB/NFKBIB-evaluation.md	scored	nucleus-cytoplasm	178	4721	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
HIF1AN	detail/nucleus-cytoplasm/HIF1AN/HIF1AN-evaluation.md	scored	nucleus-cytoplasm	199	6636	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TCF19	detail/nucleus-cytoplasm/TCF19/TCF19-evaluation.md	scored	nucleus-cytoplasm	186	5088	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SNW1	detail/nucleus-cytoplasm/SNW1/SNW1-evaluation.md	scored	nucleus-cytoplasm	174	4798	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
COA7	detail/nucleus-cytoplasm/COA7/COA7-evaluation.md	scored	nucleus-cytoplasm	171	6703	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MKRN2	detail/nucleus-cytoplasm/MKRN2/MKRN2-evaluation.md	scored	nucleus-cytoplasm	167	4976	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
NAA50	detail/nucleus-cytoplasm/NAA50/NAA50-evaluation.md	scored	nucleus-cytoplasm	176	4616	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
HECTD1	detail/nucleus-cytoplasm/HECTD1/HECTD1-evaluation.md	scored	nucleus-cytoplasm	193	6372	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SFR1	detail/nucleus-cytoplasm/SFR1/SFR1-evaluation.md	scored	nucleus-cytoplasm	199	6724	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
B9D1	detail/nucleus-cytoplasm/B9D1/B9D1-evaluation.md	scored	nucleus-cytoplasm	138	5549	True	True	True	True	True	True	True	False	True	True	True	False	False	False	OK	KEEP	OK
MT1F	detail/nucleus-cytoplasm/MT1F/MT1F-evaluation.md	scored	nucleus-cytoplasm	186	10201	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CCDC97	detail/nucleus-cytoplasm/CCDC97/CCDC97-evaluation.md	scored	nucleus-cytoplasm	194	5058	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
SOX30	detail/nucleus-cytoplasm/SOX30/SOX30-evaluation.md	scored	nucleus-cytoplasm	178	4711	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TRA2A	detail/nucleus-cytoplasm/TRA2A/TRA2A-evaluation.md	scored	nucleus-cytoplasm	178	4742	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
MT1H	detail/nucleus-cytoplasm/MT1H/MT1H-evaluation.md	scored	nucleus-cytoplasm	193	11405	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SIPA1L2	detail/nucleus-cytoplasm/SIPA1L2/SIPA1L2-evaluation.md	scored	nucleus-cytoplasm	183	4827	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
NFE2L3	detail/nucleus-cytoplasm/NFE2L3/NFE2L3-evaluation.md	scored	nucleus-cytoplasm	180	4848	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TSPYL2	detail/nucleus-cytoplasm/TSPYL2/TSPYL2-evaluation.md	scored	nucleus-cytoplasm	159	6476	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SFMBT2	detail/nucleus-cytoplasm/SFMBT2/SFMBT2-evaluation.md	scored	nucleus-cytoplasm	187	5260	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CPLX2	detail/nucleus-cytoplasm/CPLX2/CPLX2-evaluation.md	scored	nucleus-cytoplasm	168	6608	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CEP162	detail/nucleus-cytoplasm/CEP162/CEP162-evaluation.md	scored	nucleus-cytoplasm	219	9704	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CCDC39	detail/nucleus-cytoplasm/CCDC39/CCDC39-evaluation.md	scored	nucleus-cytoplasm	200	5517	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NSL1	detail/nucleus-cytoplasm/NSL1/NSL1-evaluation.md	scored	nucleus-cytoplasm	172	4531	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
VAX2	detail/nucleus-cytoplasm/VAX2/VAX2-evaluation.md	scored	nucleus-cytoplasm	182	5001	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TSC22D4	detail/nucleus-cytoplasm/TSC22D4/TSC22D4-evaluation.md	scored	nucleus-cytoplasm	175	4750	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TRMT1	detail/nucleus-cytoplasm/TRMT1/TRMT1-evaluation.md	scored	nucleus-cytoplasm	177	4671	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BEX1	detail/nucleus-cytoplasm/BEX1/BEX1-evaluation.md	scored	nucleus-cytoplasm	190	5276	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
POU5F1B	detail/nucleus-cytoplasm/POU5F1B/POU5F1B-evaluation.md	scored	nucleus-cytoplasm	177	4628	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
KTI12	detail/nucleus-cytoplasm/KTI12/KTI12-evaluation.md	scored	nucleus-cytoplasm	193	5844	True	True	True	True	True	False	True	True	False	True	False	False	False	False	LOW	KEEP	PDB
NPHP4	detail/nucleus-cytoplasm/NPHP4/NPHP4-evaluation.md	scored	nucleus-cytoplasm	183	4799	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
HEBP1	detail/nucleus-cytoplasm/HEBP1/HEBP1-evaluation.md	scored	nucleus-cytoplasm	176	4540	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BPNT2	detail/nucleus-cytoplasm/BPNT2/BPNT2-evaluation.md	scored	nucleus-cytoplasm	182	5488	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
S100PBP	detail/nucleus-cytoplasm/S100PBP/S100PBP-evaluation.md	scored	nucleus-cytoplasm	165	4199	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
AP5S1	detail/nucleus-cytoplasm/AP5S1/AP5S1-evaluation.md	scored	nucleus-cytoplasm	95	3685	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SAPCD2	detail/nucleus-cytoplasm/SAPCD2/SAPCD2-evaluation.md	scored	nucleus-cytoplasm	174	4820	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CCDC62	detail/nucleus-cytoplasm/CCDC62/CCDC62-evaluation.md	scored	nucleus-cytoplasm	60	2489	True	True	True	True	True	False	True	True	True	True	True	False	False	False	LOW	KEEP	PDB
ASCC3	detail/nucleus-cytoplasm/ASCC3/ASCC3-evaluation.md	scored	nucleus-cytoplasm	191	7379	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
UNC45A	detail/nucleus-cytoplasm/UNC45A/UNC45A-evaluation.md	scored	nucleus-cytoplasm	193	5350	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
TENT4A	detail/nucleus-cytoplasm/TENT4A/TENT4A-evaluation.md	scored	nucleus-cytoplasm	170	4359	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
C11orf96	detail/nucleus-cytoplasm/C11orf96/C11orf96-evaluation.md	scored	nucleus-cytoplasm	172	5296	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
NYNRIN	detail/nucleus-cytoplasm/NYNRIN/NYNRIN-evaluation.md	scored	nucleus-cytoplasm	185	4905	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SMYD4	detail/nucleus-cytoplasm/SMYD4/SMYD4-evaluation.md	scored	nucleus-cytoplasm	167	4956	True	True	True	True	True	True	True	True	False	True	True	False	False	False	OK	KEEP	OK
TCERG1	detail/nucleus-cytoplasm/TCERG1/TCERG1-evaluation.md	scored	nucleus-cytoplasm	186	4925	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
RBP7	detail/nucleus-cytoplasm/RBP7/RBP7-evaluation.md	scored	nucleus-cytoplasm	177	4671	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
VXN	detail/nucleus-cytoplasm/VXN/VXN-evaluation.md	scored	nucleus-cytoplasm	169	4436	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CCDC110	detail/nucleus-cytoplasm/CCDC110/CCDC110-evaluation.md	scored	nucleus-cytoplasm	193	5126	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ASZ1	detail/nucleus-cytoplasm/ASZ1/ASZ1-evaluation.md	scored	nucleus-cytoplasm	172	5359	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
SUPT4H1	detail/nucleus-cytoplasm/SUPT4H1/SUPT4H1-evaluation.md	scored	nucleus-cytoplasm	186	4914	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CAMK1	detail/nucleus-cytoplasm/CAMK1/CAMK1-evaluation.md	scored	nucleus-cytoplasm	115	4736	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CCDC117	detail/nucleus-cytoplasm/CCDC117/CCDC117-evaluation.md	scored	nucleus-cytoplasm	198	5670	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CSNK2A2IP	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	scored	nucleus-cytoplasm	95	2867	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
BEAN1	detail/nucleus-cytoplasm/BEAN1/BEAN1-evaluation.md	scored	nucleus-cytoplasm	161	4557	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
NACC1	detail/nucleus-cytoplasm/NACC1/NACC1-evaluation.md	scored	nucleus-cytoplasm	181	4757	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CCDC74A	detail/nucleus-cytoplasm/CCDC74A/CCDC74A-evaluation.md	scored	nucleus-cytoplasm	192	4693	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TASL	detail/nucleus-cytoplasm/TASL/TASL-evaluation.md	scored	nucleus-cytoplasm	165	4194	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
CCT8	detail/nucleus-cytoplasm/CCT8/CCT8-evaluation.md	scored	nucleus-cytoplasm	207	6354	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
THEMIS2	detail/nucleus-cytoplasm/THEMIS2/THEMIS2-evaluation.md	scored	nucleus-cytoplasm	166	4178	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
ARMCX4	detail/nucleus-cytoplasm/ARMCX4/ARMCX4-evaluation.md	scored	nucleus-cytoplasm	162	5023	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
CYREN	detail/nucleus-cytoplasm/CYREN/CYREN-evaluation.md	scored	nucleus-cytoplasm	168	6003	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BLTP3B	detail/nucleus-cytoplasm/BLTP3B/BLTP3B-evaluation.md	scored	nucleus-cytoplasm	159	4536	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
TFDP2	detail/nucleus-cytoplasm/TFDP2/TFDP2-evaluation.md	scored	nucleus-cytoplasm	183	4826	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
HES4	detail/nucleus-cytoplasm/HES4/HES4-evaluation.md	scored	nucleus-cytoplasm	187	5788	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
PLCB3	detail/nucleus-cytoplasm/PLCB3/PLCB3-evaluation.md	scored	nucleus-cytoplasm	179	4781	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
MOV10	detail/nucleus-cytoplasm/MOV10/MOV10-evaluation.md	scored	nucleus-cytoplasm	167	4832	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BRCC3	detail/nucleus-cytoplasm/BRCC3/BRCC3-evaluation.md	scored	nucleus-cytoplasm	171	5489	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DAZAP1	detail/nucleus-cytoplasm/DAZAP1/DAZAP1-evaluation.md	scored	nucleus-cytoplasm	172	4749	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
SOHLH1	detail/nucleus-cytoplasm/SOHLH1/SOHLH1-evaluation.md	scored	nucleus-cytoplasm	177	4992	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
BIRC7	detail/nucleus-cytoplasm/BIRC7/BIRC7-evaluation.md	scored	nucleus-cytoplasm	182	5861	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
BOLA2	detail/nucleus-cytoplasm/BOLA2/BOLA2-evaluation.md	scored	nucleus-cytoplasm	179	5531	True	True	True	True	True	True	True	False	True	True	False	False	False	False	OK	KEEP	OK
DMAP1	detail/nucleus-cytoplasm/DMAP1/DMAP1-evaluation.md	scored	nucleus-cytoplasm	172	4820	True	True	True	True	True	True	True	True	False	True	False	True	False	False	OK	KEEP	OK
CDIP1	detail/nucleus-cytoplasm/CDIP1/CDIP1-evaluation.md	scored	nucleus-cytoplasm	119	4927	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
COMMD10	detail/nucleus-cytoplasm/COMMD10/COMMD10-evaluation.md	scored	nucleus-cytoplasm	169	6156	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
SDE2	detail/nucleus-cytoplasm/SDE2/SDE2-evaluation.md	scored	nucleus-cytoplasm	182	4518	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
