gene,protein_full_name,status,category,score,nuclear_score,is_new,mtime,size_score,novelty_score,structure_score,domain_score,ppi_score,corroboration_score,recommendation,pubmed_count,localization,rejection_reason,source_table_status,source_table_category,report_path,docs_report_path,category_page,lines,has_hpa,has_if_image,has_pae,has_pdb,has_ppi,has_pubmed,has_scoring_table,has_manual_review,duplicate_count,duplicate_type,is_primary_candidate,known_backlog_flags,parse_quality,parse_notes
ELP3,Elongator complex protein 3 (hELP3) (EC 2.3.1.311) (tRNA uridine(34) acetyltransferase),scored,nucleoplasm,82.5,8,False,,10,8,10,8,7,+2.0,⭐⭐⭐⭐,32,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/ELP3/ELP3-evaluation.md,reports/ELP3.html,category/nucleoplasm.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
GRWD1,Glutamate-rich WD repeat-containing protein 1,scored,nucleoplasm,82.5,9,False,,10,8,8,8,2,+2,⭐⭐⭐⭐,26,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/GRWD1/GRWD1-evaluation.md,reports/GRWD1.html,category/nucleoplasm.html,255,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
MEIOC,Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein),scored,nucleoplasm,82.5,9,False,,8,10,6,7,8,+1.0,⭐⭐⭐⭐,19,"U2OS, A-431",,scored,nucleoplasm,detail/nucleoplasm/MEIOC/MEIOC-evaluation.md,reports/MEIOC.html,category/nucleoplasm.html,246,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
BMP2K,BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1),scored,nuclear-speckle,82.2,10,False,,7,8,5,8,10,+2.5,⭐⭐⭐⭐,32,Nuclear speckles; 额外: Nuclear speckles,,scored,nuclear-speckle,detail/nuclear-speckle/BMP2K/BMP2K-evaluation.md,reports/BMP2K.html,category/nuclear-speckle.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
MINDY1,Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A),scored,nuclear-speckle,82.2,8,False,,10,10,10,7,3,+3.0,⭐⭐⭐⭐,13,Nucleoplasm,,scored,nuclear-speckle,detail/nuclear-speckle/MINDY1/MINDY1-evaluation.md,reports/MINDY1.html,category/nuclear-speckle.html,229,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CDYL2,Chromodomain Y-like protein 2 (CDY-like 2),scored,nucleoplasm,82.2,8,False,,10,10,10,7,3,+3.0,⭐⭐⭐⭐,15,暂无HPA定位数据,,scored,nucleoplasm,detail/nucleoplasm/CDYL2/CDYL2-evaluation.md,reports/CDYL2.html,category/nucleoplasm.html,228,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LGALS14,Placental protein 13-like (Charcot-Leyden crystal protein 2) (CLC2) (Galectin-14) (Gal-14),scored,nucleoplasm,82.2,9,False,,8,10,9,8,3,+2.0,⭐⭐⭐⭐,9,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/LGALS14/LGALS14-evaluation.md,reports/LGALS14.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PDCD7,Programmed cell death protein 7,scored,nucleolus,82,4,False,,9,10,9,7,6,0,⭐⭐⭐⭐,7,nucleolus,,scored,nucleolus,detail/nucleolus/PDCD7/PDCD7-evaluation.md,reports/PDCD7.html,category/nucleolus.html,152,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
AKAP8L,A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95),scored,nucleoplasm,82,9,False,,10,10,5,7,8,+1.0,⭐⭐⭐⭐,20,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/AKAP8L/AKAP8L-evaluation.md,reports/AKAP8L.html,category/nucleoplasm.html,199,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
MEAF6,Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog) (hEAF6) (Sarcoma antigen NY-SAR-91),scored,nucleoplasm,82,8,False,,8,8,6,10,10,+2,⭐⭐⭐⭐,28,HPA subcellular IF 图像可用（见下方 HPA IF 图像修正块）,,scored,nucleoplasm,detail/nucleoplasm/MEAF6/MEAF6-evaluation.md,reports/MEAF6.html,category/nucleoplasm.html,233,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
SHLD3,Shieldin complex subunit 3 (REV7-interacting novel NHEJ regulator 1) (Shield complex subunit 3),scored,nucleolus,81.9,8,False,,10,10,10,7,3,+2.5,⭐⭐⭐⭐,14,"Nucleoplasm, Nucleoli",,scored,nucleolus,detail/nucleolus/SHLD3/SHLD3-evaluation.md,reports/SHLD3.html,category/nucleolus.html,213,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
WDR46,WD repeat-containing protein 46 (WD repeat-containing protein BING4),scored,nucleolus,81.9,9,False,,10,10,9,8,2,+2.5,⭐⭐⭐⭐,8,Nucleoli,,scored,nucleolus,detail/nucleolus/WDR46/WDR46-evaluation.md,reports/WDR46.html,category/nucleolus.html,232,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
INIP,SOSS complex subunit C (INTS3- and NABP-interacting protein) (Sensor of single-strand DNA complex subunit C) (Sensor of ssDNA subunit C) (SOSS-C) (Single-stranded DNA-binding protein-interacting protein 1) (SSB-interacting protein 1) (hSSBIP1),scored,nucleoplasm,81.7,9,False,,8,10,9,7,3,+3.0,⭐⭐⭐⭐,8,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/INIP/INIP-evaluation.md,reports/INIP.html,category/nucleoplasm.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PM20D2,Xaa-Arg dipeptidase (EC 3.4.13.4) (Beta-Ala-Lys dipeptidase),scored,nucleoplasm,81.7,8,False,,10,10,9,8,3,+3.0,⭐⭐⭐⭐,3,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/PM20D2/PM20D2-evaluation.md,reports/PM20D2.html,category/nucleoplasm.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
MACROH2A2,Core histone macro-H2A.2 (Histone macroH2A2) (mH2A2),scored,chromatin,81.4,9,False,,10,8,8,10,6,+1,⭐⭐⭐⭐,23,暂无数据（HPA IF 图像已本地嵌入。,,scored,chromatin,detail/chromatin/MACROH2A2/MACROH2A2-evaluation.md,reports/MACROH2A2.html,category/chromatin.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ARL14EP,ARL14 effector protein (ARF7 effector protein),scored,nucleolus,81.4,5,False,,10,10,9,5,10,+2.0,⭐⭐⭐⭐,10,"Vesicles; 额外: Nucleoplasm, Nucleoli, Vesicles, Plasma membrane, Focal adhesion sites",,scored,nucleolus,detail/nucleolus/ARL14EP/ARL14EP-evaluation.md,reports/ARL14EP.html,category/nucleolus.html,227,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
BRIX1,Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2),scored,nucleolus,81.4,8,False,,10,10,9,5,6,+2.0,⭐⭐⭐⭐,14,"Nucleoli; 额外: Nucleoli, Mitotic chromosome",,scored,nucleolus,detail/nucleolus/BRIX1/BRIX1-evaluation.md,reports/BRIX1.html,category/nucleolus.html,226,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
LLPH,Protein LLP homolog (Protein LAPS18-like),scored,nucleolus,81.4,10,False,,8,10,7,7,5,+1.0,⭐⭐⭐⭐,16,nucleolus,,scored,nucleolus,detail/nucleolus/LLPH/LLPH-evaluation.md,reports/LLPH.html,category/nucleolus.html,260,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
MFAP1,Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1),scored,nucleolus,81.4,8,False,,10,10,8,7,6,+1,⭐⭐⭐⭐,11,暂无数据（HPA IF 图像已本地嵌入。,,scored,nucleolus,detail/nucleolus/MFAP1/MFAP1-evaluation.md,reports/MFAP1.html,category/nucleolus.html,235,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CSTF1,Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50),scored,nucleoplasm,81.4,9,False,,10,10,8,8,3,+1.5,⭐⭐⭐⭐,7,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/CSTF1/CSTF1-evaluation.md,reports/CSTF1.html,category/nucleoplasm.html,236,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PCGF5,Polycomb group RING finger protein 5,scored,nucleoplasm,81.4,9,False,,10,8,7,9,8,+1.0,⭐⭐⭐⭐,31,Nucleoplasm (Supported 可靠性),,scored,nucleoplasm,detail/nucleoplasm/PCGF5/PCGF5-evaluation.md,reports/PCGF5.html,category/nucleoplasm.html,163,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TBL1Y,"F-box-like/WD repeat-containing protein TBL1Y (Transducin beta-like protein 1Y) (Transducin-beta-like protein 1, Y-linked)",scored,nucleoplasm,81.4,9,False,,10,10,8,8,3,+1.5,⭐⭐⭐⭐,12,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TBL1Y/TBL1Y-evaluation.md,reports/TBL1Y.html,category/nucleoplasm.html,241,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TCEANC2,Transcription elongation factor A N-terminal and central domain-containing protein 2,scored,nucleoplasm,81.4,9,False,,10,10,8,8,3,+1.5,⭐⭐⭐⭐,6,Nucleoplasm; 额外: Vesicles,,scored,nucleoplasm,detail/nucleoplasm/TCEANC2/TCEANC2-evaluation.md,reports/TCEANC2.html,category/nucleoplasm.html,235,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EXD2,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (3'-5' exoribonuclease EXD2) (EC 3.1.13.-) (Exonuclease 3'-5' domain-like-containing protein 2),scored,chromatin,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,11,Mitochondria; 额外: Intermediate filaments,,scored,chromatin,detail/chromatin/EXD2/EXD2-evaluation.md,reports/EXD2.html,category/chromatin.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
EXOSC7,Exosome complex component RRP42 (Exosome component 7) (Ribosomal RNA-processing protein 42) (p8),scored,nuclear-body,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,9,Nuclear speckles,,scored,nuclear-body,detail/nuclear-body/EXOSC7/EXOSC7-evaluation.md,reports/EXOSC7.html,category/nuclear-body.html,248,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
BROX,BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein),scored,nuclear-envelope,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,12,"Golgi apparatus; 额外: Nucleoplasm, Cytosol",,scored,nuclear-envelope,detail/nuclear-envelope/BROX/BROX-evaluation.md,reports/BROX.html,category/nuclear-envelope.html,239,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
KLHDC2,Kelch domain-containing protein 2 (Hepatocellular carcinoma-associated antigen 33) (Host cell factor homolog LCP) (Host cell factor-like protein 1) (HCLP-1),scored,nuclear-speckle,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,19,"Nucleoplasm, Nuclear membrane; 额外: Nuclear bodies",,scored,nuclear-speckle,detail/nuclear-speckle/KLHDC2/KLHDC2-evaluation.md,reports/KLHDC2.html,category/nuclear-speckle.html,243,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
KB暂无数据2,Kelch repeat and BTB domain-containing protein 2,scored,nucleolus,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,10,"Nucleoplasm, Nucleoli fibrillar center",,scored,nucleolus,detail/nucleolus/KBTBD2/KBTBD2-evaluation.md,reports/KB_2.html,category/nucleolus.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
RARS1,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",scored,nucleolus,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,8,"Cytosol; 额外: Nucleoplasm, Nucleoli",,scored,nucleolus,detail/nucleolus/RARS1/RARS1-evaluation.md,reports/RARS1.html,category/nucleolus.html,232,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
REXO2,"Oligoribonuclease, mitochondrial (EC 3.1.15.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)",scored,nucleolus,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,18,"Mitochondria; 额外: Nucleoli, Focal adhesion sites",,scored,nucleolus,detail/nucleolus/REXO2/REXO2-evaluation.md,reports/REXO2.html,category/nucleolus.html,232,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
WDR18,WD repeat-containing protein 18,scored,nucleolus,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,14,Nucleoplasm,,scored,nucleolus,detail/nucleolus/WDR18/WDR18-evaluation.md,reports/WDR18.html,category/nucleolus.html,241,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DNAL1,Dynein axonemal light chain 1 (LC1),scored,nucleoplasm,81.1,4,False,,8,10,8,8,10,+2.0,⭐⭐⭐⭐,12,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/DNAL1/DNAL1-evaluation.md,reports/DNAL1.html,category/nucleoplasm.html,229,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
GNA13,Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,0,Cytosol,,scored,nucleoplasm,detail/nucleoplasm/GNA13/GNA13-evaluation.md,reports/GNA13.html,category/nucleoplasm.html,208,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
GNAI2,Guanine nucleotide-binding protein G(i) subunit alpha-2 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,0,"Cytosol; 额外: Nucleoplasm, Plasma membrane, Basal body",,scored,nucleoplasm,detail/nucleoplasm/GNAI2/GNAI2-evaluation.md,reports/GNAI2.html,category/nucleoplasm.html,208,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
HEMK2,Methyltransferase HEMK2 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Methyltransferase N6AMT1) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,12,Nucleoplasm; 额外: Centrosome,,scored,nucleoplasm,detail/nucleoplasm/HEMK2/HEMK2-evaluation.md,reports/HEMK2.html,category/nucleoplasm.html,227,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
NELFB,Negative elongation factor B (NELF-B) (Cofactor of BRCA1),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,20,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/NELFB/NELFB-evaluation.md,reports/NELFB.html,category/nucleoplasm.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
NMRAL1,NmrA-like family domain-containing protein 1,scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,9,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/NMRAL1/NMRAL1-evaluation.md,reports/NMRAL1.html,category/nucleoplasm.html,242,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
NTAQ1,Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (WDYHV motif-containing protein 1),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,10,Nucleoplasm; 额外: Vesicles,,scored,nucleoplasm,detail/nucleoplasm/NTAQ1/NTAQ1-evaluation.md,reports/NTAQ1.html,category/nucleoplasm.html,226,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TENT5C,Terminal nucleotidyltransferase 5C (EC 2.7.7.19) (Non-canonical poly(A) polymerase FAM46C),scored,nucleoplasm,81.1,7,False,,10,10,10,8,3,+3.0,⭐⭐⭐⭐,14,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TENT5C/TENT5C-evaluation.md,reports/TENT5C.html,category/nucleoplasm.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
API5,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),scored,nucleoplasm,80.9,8,False,,10,10,10,6,4,+2.0,⭐⭐⭐⭐,63,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/API5/API5-evaluation.md,reports/API5.html,category/nucleoplasm.html,168,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
PFDN2,Prefoldin subunit 2,scored,nucleus-cytoplasm,80.9,8,False,,7,9,8,5,9,+3,⭐⭐⭐⭐,18,Cytosol; Mitochondria; Nucleoplasm,,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/PFDN2/PFDN2-evaluation.md,reports/PFDN2.html,category/nucleus-cytoplasm.html,207,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
FAM175A,BRCA1-A complex subunit Abraxas 1 (Coiled-coil domain-containing protein 98) (Protein FAM175A),scored,nuclear-body,80.8,9,False,,10,10,9,7,2,+2.5,⭐⭐⭐⭐,16,Nuclear bodies,,scored,nuclear-body,detail/nuclear-body/FAM175A/FAM175A-evaluation.md,reports/FAM175A.html,category/nuclear-body.html,226,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
DDX19B,ATP-dependent RNA helicase DDX19B (EC 3.6.4.13) (DEAD box RNA helicase DEAD5) (DEAD box protein 19B),scored,nuclear-envelope,80.8,7,False,,10,10,10,8,3,+2.5,⭐⭐⭐⭐,12,Nucleoplasm,,scored,nuclear-envelope,detail/nuclear-envelope/DDX19B/DDX19B-evaluation.md,reports/DDX19B.html,category/nuclear-envelope.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COPS2,COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15),scored,nucleoplasm,80.8,7,False,,10,10,10,8,3,+2.5,⭐⭐⭐⭐,0,Vesicles; 额外: Cytokinetic bridge,,scored,nucleoplasm,detail/nucleoplasm/COPS2/COPS2-evaluation.md,reports/COPS2.html,category/nucleoplasm.html,196,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
COPS3,COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3),scored,nucleoplasm,80.8,7,False,,10,10,10,8,3,+2.5,⭐⭐⭐⭐,0,"Nucleoplasm, Cytosol",,scored,nucleoplasm,detail/nucleoplasm/COPS3/COPS3-evaluation.md,reports/COPS3.html,category/nucleoplasm.html,197,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ECPAS,Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog),scored,nucleoplasm,80.8,7,False,,5,10,7,8,8,+1.5,⭐⭐⭐⭐,4,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/ECPAS/ECPAS-evaluation.md,reports/ECPAS.html,category/nucleoplasm.html,231,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
NAT16,Probable N-acetyltransferase 16 (EC 2.3.1.-),scored,nucleoplasm,80.8,7,False,,10,10,10,8,3,+2.5,⭐⭐⭐⭐,3,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/NAT16/NAT16-evaluation.md,reports/NAT16.html,category/nucleoplasm.html,222,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
WDR75,WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog),scored,nucleolus,80.6,8,False,,8,10,9,8,3,+3.0,⭐⭐⭐⭐,13,暂无HPA定位数据,,scored,nucleolus,detail/nucleolus/WDR75/WDR75-evaluation.md,reports/WDR75.html,category/nucleolus.html,230,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TBRG1,Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2),scored,nucleoplasm,80.6,9,False,,10,10,8,7,3,+2.0,⭐⭐⭐⭐,11,Nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TBRG1/TBRG1-evaluation.md,reports/TBRG1.html,category/nucleoplasm.html,237,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
B4GALNT4,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)",scored,nucleus-cytoplasm,80.6,7,False,,7,10,7,8,8,+1.5,⭐⭐⭐⭐,10,"Nucleoplasm; 额外: Nucleoplasm, Vesicles, Cytosol",,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/B4GALNT4/B4GALNT4-evaluation.md,reports/B4GALNT4.html,category/nucleus-cytoplasm.html,216,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
NME8,Protein NME8 (NM23-H8) (NME/NM23 family member 8) (Nucleoside diphosphate kinase 8) (NDK8) (Protein kinase NME8) (EC 2.7.-.-) (Putative 3'-5'-DNA exonuclease NDK8) (EC 3.1.11.-) (Spermatid-specific thioredoxin-2) (Sptrx-2) (Thioredoxin domain-containing protein 3),scored,nuclear-body,80.3,7,False,,10,8,7,7,10,+1.5,⭐⭐⭐⭐,25,"Cytosol; 额外: Nucleoplasm, Nuclear speckles, Primary cilium",,scored,nuclear-body,detail/nuclear-body/NME8/NME8-evaluation.md,reports/NME8.html,category/nuclear-body.html,238,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CCDC12,Coiled-coil domain-containing protein 12,scored,nucleoplasm,80.3,7,False,,8,10,9,7,6,+2.0,⭐⭐⭐⭐,12,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/CCDC12/CCDC12-evaluation.md,reports/CCDC12.html,category/nucleoplasm.html,244,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
DBX2,Homeobox protein DBX2 (Developing brain homeobox protein 2),scored,nucleoplasm,80.3,9,False,,10,10,6,10,4,+1,⭐⭐⭐⭐,17,"HEK293, HeLa",,scored,nucleoplasm,detail/nucleoplasm/DBX2/DBX2-evaluation.md,reports/DBX2.html,category/nucleoplasm.html,204,True,True,True,True,True,True,True,True,1,NONE,True,manual_review,GOOD,ok
DMRTA1,Doublesex- and mab-3-related transcription factor A1,scored,nucleoplasm,80.3,9,False,,10,10,6,10,4,+1,⭐⭐⭐⭐,17,"HeLa, PC-3",,scored,nucleoplasm,detail/nucleoplasm/DMRTA1/DMRTA1-evaluation.md,reports/DMRTA1.html,category/nucleoplasm.html,204,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
TOP3B,DNA topoisomerase 3-beta-1,scored,nucleoplasm,80.3,9,False,,7,8,10,4,8,0,⭐⭐⭐⭐,38,nucleoplasm,,scored,nucleoplasm,detail/nucleoplasm/TOP3B/TOP3B-evaluation.md,reports/TOP3B.html,category/nucleoplasm.html,129,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
CCDC59,Thyroid transcription factor 1-associated protein 26,scored,nucleolus,80.1,8,False,,10,10,7,10,4,+1.5,⭐⭐⭐⭐,5,nucleolus,,scored,nucleolus,detail/nucleolus/CCDC59/CCDC59-evaluation.md,reports/CCDC59.html,category/nucleolus.html,263,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
ATXN7L3B,Ataxin-7-like protein 3B,scored,nucleus-cytoplasm,80.1,10,False,,4,10,7,3,8,+1.5,⭐⭐⭐⭐,5,Nucleoplasm; 额外: Nucleoplasm,,scored,nucleus-cytoplasm,detail/nucleus-cytoplasm/ATXN7L3B/ATXN7L3B-evaluation.md,reports/ATXN7L3B.html,category/nucleus-cytoplasm.html,218,True,True,True,True,True,True,True,False,1,NONE,True,,GOOD,ok
