gene_symbol	species	full_name	aliases	uniprot_accession	uniprot_entry_name	uniprot_length	uniprot_reviewed	uniprot_pubmed_count	pubmed_count_strict	pubmed_count_loose	citations	hotness	hpa_nuclear	hpa_locations	hpa_reliability	compartments_nuclear_score	compartments_nuclear_evidence	uniprot_subcellular	uniprot_all_gene_names	uniprot_go_c	uniprot_go_ids	tier	num_sources	evidence_quality	source_uniprot	source_hpa	source_compartments	category	category_reason	final_category	ChIP_Atlas_class	ChIP_Atlas_antigen	ChIP_Atlas_hg38	ChIP_Atlas_mm10	ENCODE_ChIP_WT	ENCODE_ChIP_pert	ATAC_perturbed	FP80_Degree	FP80_Nuclear_Degree	FP80_ChIP_Neighbor_Degree	FP90_Degree	FP90_Nuclear_Degree	FP90_ChIP_Neighbor_Degree	BioGRID_Human_Degree	BioGRID_Human_Nuclear_Degree	BioGRID_Human_ChIP_Neighbor_Degree	BioGRID_Mouse_Degree	BioGRID_Mouse_Nuclear_Degree	BioGRID_Mouse_ChIP_Neighbor_Degree	STRING_Human_Degree	STRING_Human_Nuclear_Degree	STRING_Human_ChIP_Neighbor_Degree	STRING_Mouse_Degree	STRING_Mouse_Nuclear_Degree	STRING_Mouse_ChIP_Neighbor_Degree	Combined_BS_Human_Degree	Combined_BS_Human_Nuclear_Degree	Combined_BS_Human_ChIP_Neighbor_Degree	Combined_BS_Mouse_Degree	Combined_BS_Mouse_Nuclear_Degree	Combined_BS_Mouse_ChIP_Neighbor_Degree	Has_FP80_PPI	Has_FP90_PPI	Has_BioGRID_Human_PPI	Has_BioGRID_Mouse_PPI	Has_STRING_Human_PPI	Has_STRING_Mouse_PPI	Has_Combined_BS_Human_PPI	Has_Combined_BS_Mouse_PPI	Has_Any_Human_PPI	Has_Any_Mouse_PPI	Has_Any_PPI
ACTR2	human	Actin-related protein 2	ARP2	P61160	ARP2_HUMAN	394	True	14	280	2989	280	热门	True	Cytosol; Nucleoli	Uncertain	5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9000076}. Cell projection {ECO:0000269|PubMed:9000076}. Nucleus {ECO:0000269|PubMed:17220302, ECO:0000269|PubMed:29925947}.	ACTR2 ARP2			1	3	3	True	True	True	families	family_Chromatin_remodeling	families			WT:0/pert:0	WT:0/pert:0	0	0	False	12	10	1	9	8	0	302	205	51	0	0	0	59	29	4	0	0	0	333	218	53	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ACTR3	human	Actin-related protein 3	ARP3	P61158	ARP3_HUMAN	418	True	19	253	581	253	热门	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19109554}. Cell projection {ECO:0000269|PubMed:9230079}. Nucleus {ECO:0000269|PubMed:16767080, ECO:0000269|PubMed:17220302, ECO:0000269|PubMed:29925947}. Note=In pre-apoptotic cells, colocalizes with MEFV in large specks (pyroptosomes) (PubMed:19109554).	ACTR3 ARP3			1	3	3	True	True	True	families	family_Chromatin_remodeling	families			WT:0/pert:0	WT:0/pert:0	0	0	False	11	8	0	8	6	0	289	185	52	0	0	0	42	22	3	0	0	0	309	194	54	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ACTR5	human	Actin-related protein 5	ARP5	Q9H9F9	ARP5_HUMAN	607	True	12	6	50	12	中等	False			5.000	score=5.0; evidence=IDA; sources=Reactome;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18026119, ECO:0000269|PubMed:18163988, ECO:0000269|PubMed:19014934}. Cytoplasm {ECO:0000269|PubMed:19014934}. Note=Predominantly nuclear but undergoes nucleo-cytoplasmic shuttling (PubMed:19014934). Localized to interphase nuclei, but not nucleoli; excluded from chromosomes as mitosis progresses (PubMed:18163988).	ACTR5 ARP5			1	3	3	True	True	True	families	family_Chromatin_remodeling	families	TFs and others	ACTR5	WT:2/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	71	56	25	0	0	0	51	49	13	0	0	0	107	90	31	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ACTR6	human	Actin-related protein 6	CDA12	Q9GZN1	ARP6_HUMAN	396	True	10	11	15	11	中等	False		Approved	5.000	score=5.0; evidence=IDA; sources=AgBase;UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P45890}. Nucleus {ECO:0000269|PubMed:16487625}. Nucleus, nucleolus {ECO:0000269|PubMed:26164235}. Note=Colocalizes with HP1 family proteins at pericentric heterochromatin. {ECO:0000269|PubMed:16487625}.	ACTR6 CDA12			1	3	3	True	True	True	families	family_Chromatin_remodeling	families			WT:0/pert:0	WT:0/pert:0	0	0	False	3	2	2	3	2	2	45	30	17	0	0	0	16	16	10	0	0	0	53	38	20	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ACTR8	human	Actin-related protein 8	ARP8; INO80N	Q9H981	ARP8_HUMAN	624	True	13	14	55	14	中等	True	Centrosome; Nucleoplasm	Supported	5.000	score=5.0; evidence=IDA; sources=HPA;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18163988}. Chromosome {ECO:0000269|PubMed:18163988}. Note=Specifically localizes to mitotic chromosomes.	ACTR8 ARP8 INO80N			1	3	3	True	True	True	families	family_Chromatin_remodeling	families			WT:0/pert:0	WT:0/pert:0	0	0	False	3	3	2	2	2	2	59	49	28	0	0	0	25	25	15	0	0	0	68	58	34	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ACTRT1	human	Actin-related protein T1	ARPT1; HSD27	Q8TDG2	ACTT1_HUMAN	376	True	5	23	23	23	较多	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305|PubMed:28869610}. Cytoplasm {ECO:0000269|PubMed:28869610}. Nucleus {ECO:0000269|PubMed:28869610}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:31429579}. Note=Both detected in the nucleus and cytoplasm, localizes to the nucleus where it binds chromatin upon stimulation of the Hedgehog pathway. {ECO:0000269|PubMed:28869610}.	ACTRT1 ARPT1 HSD27			1	3	3	True	True	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	15	7	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	True	False	True	False	False	False	True	False	True	True	True
ACTRT3	human	Actin-related protein T3	ARPM1	Q9BYD9	ACTT3_HUMAN	372	True	4	8	10	8	中等	True	Acrosome; Centrosome; Cytosol; Nucleoplasm	Approved			SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.	ACTRT3 ARPM1			1	2	3	True	True	False	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	1	1	0	0	0	0	3	2	1	0	0	0	4	3	1	0	0	0	True	False	True	False	True	False	True	False	True	True	True
ADAD1	human	Adenosine deaminase domain-containing protein 1	A0A140VKH5;TENR	A0A140VKH5;Q96M93	ADAD1_HUMAN	576	True	3	31	54	31	较多	False			3.000	evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q5SUE7}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.	ADAD1 TENR			1	3	2	True	True	True	families	family_RNA_modification;merged_A0A140VKH5	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	True	False	False	False	True	False	True	False	True	True	True
ADAR	human	Double-stranded RNA-specific adenosine deaminase	A0A024DAK3;ADAR1;DSRAD;G1P1;IFI4	A0A024DAK3;B7Z8Y3;P55265;Q59EC0	DSRAD_HUMAN	1226	True	56	2518	3199	2518	热门	True	Nucleoli;Nucleoplasm	Enhanced	5.000	UniProtKB;evidence=IDA;score=5.0;sources=HPA	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.;SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:7565688}. Nucleus {ECO:0000269|PubMed:24753571, ECO:0000269|PubMed:7565688}. Note=Shuttles between the cytoplasm and nucleus (PubMed:24753571, PubMed:7565688). Nuclear import is mediated by TNPO1 (PubMed:24753571). {ECO:0000269|PubMed:24753571, ECO:0000269|PubMed:7565688}.;SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:19124606}. Nucleus {ECO:0000269|PubMed:19124606, ECO:0000269|PubMed:7565688}. Nucleus, nucleolus {ECO:0000269|PubMed:12665561}. Note=Predominantly nuclear but can shuttle between nucleus and cytoplasm. TNPO1 can mediate its nuclear import whereas XPO5 can mediate its nuclear export. {ECO:0000269|PubMed:19124606}.	ADAR ADAR1 DSRAD G1P1 IFI4			1	3	3	True	True	True	unclassified_core_nuclear	core_nuclear_unclassified;merged_A0A024DAK3	unclassified_core_nuclear	TFs and others	ADAR	WT:0/pert:2	WT:0/pert:0	0	0	False	1	1	1	0	0	0	280	242	126	0	0	0	29	25	15	0	0	0	300	259	135	0	0	0	True	False	True	False	True	False	True	False	True	True	True
ADARB1	human	Double-stranded RNA-specific editase 1	ADAR2; DRADA2; RED1	P78563	RED1_HUMAN	741	True	26	700	1188	700	热门	True	Cytosol; Nucleoplasm	Supported	5.000	score=5.0; evidence=IDA; sources=HPA;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:32220291}. Nucleus, nucleolus {ECO:0000269|PubMed:32220291}. Note=Shuttles between nucleoli and the nucleoplasm. {ECO:0000305|PubMed:32220291}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:32220291}. Nucleus, nucleolus {ECO:0000269|PubMed:32220291}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:32220291}. Nucleus, nucleolus {ECO:0000269|PubMed:32220291}.	ADARB1 ADAR2 DRADA2 RED1			1	3	3	True	True	True	families	family_RNA_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	1	0	0	0	0	0	489	379	130	0	0	0	10	6	3	0	0	0	498	384	133	0	0	0	True	False	True	False	True	False	True	False	True	True	True
ADARB2	human	Inactive double-stranded RNA-specific editase B2	ADAR3; RED2	Q9NS39	RED2_HUMAN	739	True	11	60	159	60	热门	True	Cytosol; Mitochondria; Nucleoplasm	Approved	5.000	score=5.0; evidence=IDA; sources=GO_Central;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:19617375}.	ADARB2 ADAR3 RED2			1	3	3	True	True	True	families	family_RNA_modification	families			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	16	10	0	0	0	0	6	4	2	0	0	0	22	14	2	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADAT2	human	tRNA-specific adenosine-34 deaminase catalytic subunit ADAT2	DEADC1	Q7Z6V5	ADAT2_HUMAN	191	True	6	46	46	46	较多	True	Cytosol; Golgi apparatus; Nucleoplasm	Approved	4.000	score=4.0; evidence=TAS; sources=Reactome	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25916855}. Cytoplasm {ECO:0000250|UniProtKB:Q6P6J0}. Note=The ADAT2-ADAT3 complex shows a diffused expression pattern in both the cytoplasm and the nucleus. {ECO:0000250|UniProtKB:Q6P6J0}.	ADAT2 DEADC1			1	3	3	True	True	True	rbp_rnp_nonfamily	reclassified_from_RBP	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	18	13	5	0	0	0	10	8	2	0	0	0	27	20	7	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ADAT3	human	tRNA-specific adenosine-34 deaminase regulatory subunit ADAT3	TAD3	Q96EY9	ADAT3_HUMAN	367	True	8	36	54	36	较多	True	Nucleoplasm	Approved	4.000	score=4.0; evidence=TAS; sources=Reactome	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25916855}. Cytoplasm {ECO:0000269|PubMed:25916855}. Note=The ADAT2-ADAT3 complex shows a diffuse expression pattern in both the cytoplasm and the nucleus. {ECO:0000250|UniProtKB:Q6PAT0}.	ADAT3 TAD3			1	3	3	True	True	True	rbp_rnp_nonfamily	reclassified_from_RBP	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	1	0	1	1	0	25	20	6	0	0	0	11	10	2	0	0	0	35	29	8	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ADCY10	human	Adenylate cyclase type 10	HEL-S-7a;SAC	A0A0K0K1J8;Q96PN6	ADCYA_HUMAN	1610	True	12	129	51362	129	热门	False			5.000	evidence=IDA;score=5.0;sources=UniProtKB	Cytoplasmic side {ECO:0000256|ARBA:ARBA00004413}. Cell projection, cilium {ECO:0000256|ARBA:ARBA00004138}. Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}. Cytoplasm, perinuclear region {ECO:0000256|ARBA:ARBA00004556}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.;Cytoplasmic side {ECO:0000269|PubMed:15659711}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12475901, ECO:0000269|PubMed:15659711}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:12475901, ECO:0000269|PubMed:15659711}. Nucleus {ECO:0000269|PubMed:12475901, ECO:0000269|PubMed:15659711}. Cell projection, cilium {ECO:0000269|PubMed:17591988}. Cytoplasm {ECO:0000269|PubMed:12475901}. Mitochondrion {ECO:0000269|PubMed:12475901}. Note=Distributed to subcellular compartments containing cAMP targets. Found as a plasma membrane-associated protein, protein concentrated in the perinuclear region and protein colocalized with actin or tubulin. {ECO:0000269|PubMed:12475901, ECO:0000269|PubMed:15659711}.;Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004413};Peripheral membrane protein {ECO:0000269|PubMed:15659711};SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004413};SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15659711}	ADCY10 SAC			1	3	3	True	True	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1);merged_HEL-S-7a	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	3	3	1	0	0	0	34	16	4	0	0	0	37	19	5	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADI1	human	Acireductone dioxygenase	HMFT1638; MTCBP1	Q9BV57	MTND_HUMAN	179	True	10	50	53	50	热门	True	Golgi apparatus; Nucleoplasm	Supported	5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000303|PubMed:14718544}. Nucleus {ECO:0000303|PubMed:14718544}. Cell membrane {ECO:0000303|PubMed:14718544}; Peripheral membrane protein {ECO:0000303|PubMed:14718544}; Cytoplasmic side {ECO:0000303|PubMed:14718544}. Note=Localizes to the plasma membrane when complexed to MMP14. {ECO:0000303|PubMed:14718544}.	ADI1 MTCBP1 HMFT1638			1	3	3	True	True	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	41	23	1	0	0	0	10	5	1	0	0	0	50	27	2	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADIRF	human	Adipogenesis regulatory factor	AFRO; APM2; C10orf116	Q15847	ADIRF_HUMAN	76	True	6	40	4542	40	较多	True	Cytosol; Nucleoplasm	Supported	5.000	score=5.0; evidence=IDA; sources=HPA;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23239344}.	ADIRF AFRO APM2 C10orf116			1	3	3	True	True	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	10	7	2	0	0	0	1	1	1	0	0	0	11	8	3	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADK	human	Adenosine kinase	A0A140VJE0	A0A140VJE0;P55263;Q86U79	ADK_HUMAN	362	True	21	1072	1072	1072	热门	True	Cytosol;Nucleoplasm;Plasma membrane	Supported	4.000	evidence=IDA;score=4.0;sources=HPA	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:8577746}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123, ECO:0000256|RuleBase:RU368116}.;SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:19635462}.;SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:19635462}.	ADK			1	3	3	True	True	True	unclassified_core_nuclear	core_nuclear_unclassified;merged_A0A140VJE0	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	41	27	5	0	0	0	57	24	2	0	0	0	97	51	7	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADNP	human	Activity-dependent neuroprotector homeobox protein	ADNP1;KIAA0784	B2RBM8;Q9H2P0	ADNP_HUMAN	1102	True	23	462	463	462	热门	True	Basal body;Centrosome;Nucleoplasm;Primary cilium;Primary cilium tip	Approved	3.000	NTNU_SB;evidence=IBA;score=3.0;sources=GO_Central	SUBCELLULAR LOCATION: Chromosome {ECO:0000256|ARBA:ARBA00004286}. Nucleus {ECO:0000256|PROSITE-ProRule:PRU00108, ECO:0000256|RuleBase:RU000682}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}. Chromosome {ECO:0000250|UniProtKB:Q9Z103}.	ADNP ADNP1 KIAA0784			1	3	3	True	True	True	families	family_HOX	families	TFs and others	ADNP,Adnp	WT:3/pert:1	WT:1/pert:15	2	0	False	0	0	0	0	0	0	189	153	96	0	0	0	12	11	10	0	0	0	194	157	99	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADNP2	human	Activity-dependent neuroprotector homeobox protein 2	KIAA0863; ZNF508	Q6IQ32	ADNP2_HUMAN	1131	True	6	23	23	23	较多	False		Approved	3.000	score=3.0; evidence=IBA; sources=GO_Central;NTNU_SB	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	ADNP2 KIAA0863 ZNF508			1	3	3	True	True	True	families	family_HOX	families	TFs and others	ADNP2	WT:1/pert:0	WT:0/pert:0	0	0	False	1	1	1	1	1	1	53	43	26	0	0	0	2	2	2	0	0	0	53	43	26	0	0	0	True	True	True	False	True	False	True	False	True	True	True
ADRA1A	human	Alpha-1A adrenergic receptor	ADRA1C	P35348	ADA1A_HUMAN	466	True	18	493	499	493	热门	True	Cytosol; Nucleoplasm; Vesicles		5.000	score=5.0; evidence=IDA; sources=HPA;UniProtKB	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:18802028, ECO:0000269|PubMed:22120526}; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:24567387}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:24567387}. Membrane, caveola {ECO:0000269|PubMed:24567387}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes (PubMed:18802028, PubMed:22120526). Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes (PubMed:18802028, PubMed:22120526). Colocalizes with CAVIN4 and CAV3 at the plasma membrane and partly within the cytoplasm in cardiomyocytes (PubMed:24567387). {ECO:0000269|PubMed:18802028, ECO:0000269|PubMed:22120526, ECO:0000269|PubMed:24567387}.	ADRA1A ADRA1C			1	3	3	True	True	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	27	11	1	0	0	0	12	4	0	0	0	0	38	14	1	0	0	0	False	False	True	False	True	False	True	False	True	False	True
ADRA1B	human	Alpha-1B adrenergic receptor		P35368	ADA1B_HUMAN	520	True	7	322	322	322	热门	False		Supported	5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:18802028, ECO:0000269|PubMed:22120526}; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:24567387}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:24567387}. Membrane, caveola {ECO:0000269|PubMed:24567387}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes. Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes (PubMed:18802028, PubMed:22120526). Colocalizes with CAVIN4 and CAV3 at the plasma membrane and partly within the cytoplasm in cardiomyocytes (PubMed:24567387). {ECO:0000269|PubMed:18802028, ECO:0000269|PubMed:22120526, ECO:0000269|PubMed:24567387}.	ADRA1B			1	3	3	True	True	True	suspicious_nonfamily	reclassified_from_suspicious (Tier 1)	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	1	0	0	0	0	0	6	2	0	0	0	0	13	6	1	0	0	0	18	7	1	0	0	0	True	False	True	False	True	False	True	False	True	True	True
ADRM1	human	Proteasomal ubiquitin receptor ADRM1	GP110	Q16186	ADRM1_HUMAN	407	True	24	142	266	142	热门	True	Cytosol; Nucleoplasm; Plasma membrane	Supported	4.000	score=4.0; evidence=IDA; sources=HPA	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16990800}. Nucleus {ECO:0000269|PubMed:16990800}.	ADRM1 GP110			1	3	3	True	True	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	5	4	1	3	3	1	254	199	51	0	0	0	78	73	10	0	0	0	275	217	55	0	0	0	True	True	True	False	True	False	True	False	True	True	True
AEBP2	human	Zinc finger protein AEBP2		B3KXA1;Q6ZN18	AEBP2_HUMAN	517	True	15	58	58	58	热门	True	Nucleoplasm	Enhanced	5.000	NTNU_SB;UniProtKB;evidence=IDA;score=5.0;sources=HPA	SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29499137}. Note=Localizes to chromatin as part of the PRC2 complex. {ECO:0000269|PubMed:29499137}.	AEBP2			1	3	3	True	True	True	families	family_Polycomb	families	TFs and others	AEBP2,Aebp2	WT:5/pert:3	WT:24/pert:12	1	0	False	3	3	3	1	1	1	49	33	17	0	0	0	45	45	31	0	0	0	83	67	38	0	0	0	True	True	True	False	True	False	True	False	True	True	True
AFF1	human	AF4/FMR2 family member 1	AF4; FEL; MLLT2; PBM1	P51825	AFF1_HUMAN	1210	True	17	362	5515	362	热门	True	Mitochondria; Nucleoplasm	Approved	3.000	score=3.0; evidence=IBA; sources=GO_Central	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	AFF1 AF4 FEL MLLT2 PBM1			1	3	3	True	True	True	families	family_MLL_COMPASS;family_Transcription_elongation	families	TFs and others	AFF1	WT:23/pert:34	WT:0/pert:0	2	0	False	18	16	15	14	14	14	62	50	29	0	0	0	52	51	42	0	0	0	97	84	57	0	0	0	True	True	True	False	True	False	True	False	True	True	True
AFF2	human	AF4/FMR2 family member 2	FMR2; OX19	P51816	AFF2_HUMAN	1311	True	12	208	0	208	热门	False			5.000	score=5.0; evidence=IDA; sources=UniProtKB	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:19136466}. Note=When splicing is inhibited, accumulates in enlarged speckles.	AFF2 FMR2 OX19			1	3	3	True	True	True	families	family_Transcription_elongation	families			WT:0/pert:0	WT:0/pert:0	0	0	False	3	3	3	2	2	2	6	2	0	0	0	0	2	1	1	0	0	0	8	3	1	0	0	0	True	True	True	False	True	False	True	False	True	True	True
AFF4	human	AF4/FMR2 family member 4	AF5Q31; HSPC092; MCEF	Q9UHB7	AFF4_HUMAN	1163	True	30	138	167	138	热门	True	Nuclear bodies; Nucleoli fibrillar center; Nucleoplasm	Supported	4.000	score=4.0; evidence=IDA; sources=GO_Central;HPA;UniProtKB	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12065898}. Chromosome {ECO:0000269|PubMed:12065898}. Note=Associates to transcriptionally active chromatin but not at snRNA genes. {ECO:0000250|UniProtKB:Q9ESC8}.	AFF4 AF5Q31 MCEF HSPC092			1	3	3	True	True	True	families	family_Transcription_elongation	families	TFs and others	AFF4,Aff4	WT:16/pert:37	WT:2/pert:14	3	0	False	13	13	13	10	10	10	114	89	41	0	0	0	50	50	40	0	0	0	145	120	66	0	0	0	True	True	True	False	True	False	True	False	True	True	True
AFG2B	human	ATPase family gene 2 protein homolog B	SPATA5L1	Q9BVQ7	AFG2B_HUMAN	753	True	9	2	14	9	中等	True	Nucleoli; Nucleoplasm	Approved			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18445686}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:18445686}. Nucleus {ECO:0000250|UniProtKB:D4A2B7}.	AFG2B SPATA5L1			1	2	3	True	True	False	families	family_Cell_cycle	families			WT:0/pert:0	WT:0/pert:0	0	0	False	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	True	True	False	False	False	False	False	False	True	True	True
AFMID	human	Kynurenine formamidase		Q63HM1	KFA_HUMAN	303	True	2	22	22	22	较多	False		Approved			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000255|HAMAP-Rule:MF_03014}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03014}. Note=Predominantly cytosolic. Some fraction is nuclear. {ECO:0000255|HAMAP-Rule:MF_03014}.	AFMID			1	2	3	True	True	False	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	15	11	6	0	0	0	21	6	1	0	0	0	34	16	7	0	0	0	False	False	True	False	True	False	True	False	True	False	True
AGAP2	human	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2	CENTG1;KIAA0167	B3KVD5;Q99490	AGAP2_HUMAN	1192	True	17	185	191	185	热门	True	Cytosol;Midbody ring;Nucleoplasm	Supported	5.000	MGI;UniProtKB;evidence=IDA;score=5.0;sources=HPA	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.;SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm. Nucleus.;SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.	AGAP2 CENTG1 KIAA0167			1	3	3	True	True	True	unclassified_core_nuclear	core_nuclear_unclassified	unclassified_core_nuclear			WT:0/pert:0	WT:0/pert:0	0	0	False	0	0	0	0	0	0	20	11	1	0	0	0	4	1	0	0	0	0	23	12	1	0	0	0	False	False	True	False	True	False	True	False	True	False	True
