gene	batch_id	current_path	current_status	current_lines	current_chars	was_in_recovery_master_queue	was_processed	was_committed	qa_pass	qa_fail_reason	old_status	new_status	old_score	new_score	needs_reharvest	harvest_completed	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	completion_status	reason
SSNA1	82	detail/nucleoplasm/SSNA1/SSNA1-evaluation.md	scored	184	5743	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SSX2IP	83	detail/nucleoplasm/SSX2IP/SSX2IP-evaluation.md	scored	184	5984	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SSX4	83	detail/nucleoplasm/SSX4/SSX4-evaluation.md	scored	172	5245	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
ST6GAL2	83	detail/nucleolus/ST6GAL2/ST6GAL2-evaluation.md	scored	179	5900	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
ST6GALNAC1	83	detail/nucleoplasm/ST6GALNAC1/ST6GALNAC1-evaluation.md	scored	170	5096	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
ST6GALNAC3	83	detail/nucleoplasm/ST6GALNAC3/ST6GALNAC3-evaluation.md	scored	178	5848	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
STAM2	84	detail/nucleoplasm/STAM2/STAM2-evaluation.md	scored	182	5941	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
STAP1	84	detail/nuclear-speckle/STAP1/STAP1-evaluation.md	scored	182	5636	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
STARD3	84	detail/nucleoplasm/STARD3/STARD3-evaluation.md	scored	184	6081	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STEAP3	84	detail/rejected/STEAP3/STEAP3-evaluation.md	rejected	181	5831	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
STEEP1	84	detail/nucleoplasm/STEEP1/STEEP1-evaluation.md	scored	172	5364	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
STON2	85	detail/nucleolus/STON2/STON2-evaluation.md	scored	181	5833	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
STOX1	85	detail/nucleolus/STOX1/STOX1-evaluation.md	scored	183	5787	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
STRADA	85	detail/nucleoplasm/STRADA/STRADA-evaluation.md	scored	182	6134	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
STRN	85	detail/rejected/STRN/STRN-evaluation.md	rejected	184	5912	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STX12	85	detail/nucleoplasm/STX12/STX12-evaluation.md	scored	184	6112	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STX3	86	detail/nuclear-envelope/STX3/STX3-evaluation.md	scored	184	5798	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STX5	86	detail/nucleoplasm/STX5/STX5-evaluation.md	scored	184	5947	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STX6	86	detail/nucleoplasm/STX6/STX6-evaluation.md	scored	184	5935	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
STYK1	86	detail/nucleoplasm/STYK1/STYK1-evaluation.md	scored	175	5503	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
STYXL2	86	detail/nucleoplasm/STYXL2/STYXL2-evaluation.md	scored	161	4155	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=161 qa=False pkt=True
SUCO	87	detail/nucleolus/SUCO/SUCO-evaluation.md	scored	180	6020	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SULT1E1	87	detail/rejected/SULT1E1/SULT1E1-evaluation.md	rejected	179	5846	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SUN3	87	detail/nuclear-envelope/SUN3/SUN3-evaluation.md	scored	175	5497	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
SUN5	87	detail/nuclear-envelope/SUN5/SUN5-evaluation.md	scored	173	5038	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
SUPT20H	87	detail/nucleolus/SUPT20H/SUPT20H-evaluation.md	scored	179	5705	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SURF2	88	detail/nuclear-speckle/SURF2/SURF2-evaluation.md	scored	180	5532	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SURF6	88	detail/nucleolus/SURF6/SURF6-evaluation.md	scored	180	5662	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
SV2C	88	detail/nucleoplasm/SV2C/SV2C-evaluation.md	scored	179	5870	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SYAP1	88	detail/nucleoplasm/SYAP1/SYAP1-evaluation.md	scored	184	6130	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SYCE3	88	detail/nucleoplasm/SYCE3/SYCE3-evaluation.md	scored	179	5651	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
SYCP1	89	detail/rejected/SYCP1/SYCP1-evaluation.md	rejected	178	5610	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SYCP2	89	detail/nucleoplasm/SYCP2/SYCP2-evaluation.md	scored	173	5020	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
SYDE1	89	detail/nucleoplasm/SYDE1/SYDE1-evaluation.md	scored	177	5544	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
SYDE2	89	detail/nucleoplasm/SYDE2/SYDE2-evaluation.md	scored	178	5695	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SYNE2	89	detail/nucleolus/SYNE2/SYNE2-evaluation.md	scored	184	6007	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
SYNE4	90	detail/nuclear-envelope/SYNE4/SYNE4-evaluation.md	scored	178	5434	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
SYNJ1	90	detail/rejected/SYNJ1/SYNJ1-evaluation.md	rejected	184	5921	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=184 qa=False pkt=True
SYNPO2	90	detail/nucleoplasm/SYNPO2/SYNPO2-evaluation.md	scored	183	5808	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
SYTL3	90	detail/nucleolus/SYTL3/SYTL3-evaluation.md	scored	174	5442	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
SZT2	90	detail/nucleoplasm/SZT2/SZT2-evaluation.md	scored	179	5550	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=179 qa=False pkt=True
Selenbp2	91	detail/rejected/Selenbp2/Selenbp2-evaluation.md	rejected	159	4454	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=159 qa=False pkt=True
Serf1	91	detail/nuclear-speckle/Serf1/Serf1-evaluation.md	scored	173	5224	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
Serpina3g	91	detail/rejected/Serpina3g/Serpina3g-evaluation.md	rejected	159	4286	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=159 qa=False pkt=True
Spin2c	91	detail/rejected/Spin2c/Spin2c-evaluation.md	rejected	155	3407	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
TAB3	91	detail/nuclear-speckle/TAB3/TAB3-evaluation.md	scored	181	5884	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TACC2	92	detail/nucleoplasm/TACC2/TACC2-evaluation.md	scored	181	5956	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TADA1	92	detail/nucleoplasm/TADA1/TADA1-evaluation.md	scored	181	5744	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TAFA2	92	detail/nucleoplasm/TAFA2/TAFA2-evaluation.md	scored	179	5686	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TALDO1	92	detail/nucleoplasm/TALDO1/TALDO1-evaluation.md	scored	180	5645	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TAPBP	92	detail/nucleoplasm/TAPBP/TAPBP-evaluation.md	scored	184	6178	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
TARS3	93	detail/nucleoplasm/TARS3/TARS3-evaluation.md	scored	174	4802	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
TBC1D1	93	detail/rejected/TBC1D1/TBC1D1-evaluation.md	rejected	178	5526	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TBC1D14	93	detail/nucleoplasm/TBC1D14/TBC1D14-evaluation.md	scored	181	5890	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TBC1D2	93	detail/nucleoplasm/TBC1D2/TBC1D2-evaluation.md	scored	183	5936	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TBC1D22A	93	detail/nucleoplasm/TBC1D22A/TBC1D22A-evaluation.md	scored	177	5758	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TBC1D22B	94	detail/nucleoplasm/TBC1D22B/TBC1D22B-evaluation.md	scored	177	5502	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TBCA	94	detail/nucleolus/TBCA/TBCA-evaluation.md	scored	180	5536	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TBCK	94	detail/nucleolus/TBCK/TBCK-evaluation.md	scored	180	5881	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TBKBP1	94	detail/nucleoplasm/TBKBP1/TBKBP1-evaluation.md	scored	178	5565	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TBL1Y	94	detail/nucleoplasm/TBL1Y/TBL1Y-evaluation.md	scored	179	5588	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TBPL2	95	detail/nucleoplasm/TBPL2/TBPL2-evaluation.md	scored	172	4994	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TBRG1	95	detail/nucleoplasm/TBRG1/TBRG1-evaluation.md	scored	178	5840	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TBX22	95	detail/chromatin/TBX22/TBX22-evaluation.md	scored	178	5725	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TCERG1L	95	detail/nucleoplasm/TCERG1L/TCERG1L-evaluation.md	scored	168	4734	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
TCHHL1	95	detail/nuclear-envelope/TCHHL1/TCHHL1-evaluation.md	scored	170	5083	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
TCIM	96	detail/nuclear-speckle/TCIM/TCIM-evaluation.md	scored	183	5979	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TECPR2	96	detail/nucleoplasm/TECPR2/TECPR2-evaluation.md	scored	177	5606	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TENM1	96	detail/nuclear-speckle/TENM1/TENM1-evaluation.md	scored	178	5351	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TENM2	96	detail/nucleoplasm/TENM2/TENM2-evaluation.md	scored	172	4809	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TENT5A	96	detail/nucleoplasm/TENT5A/TENT5A-evaluation.md	scored	177	5635	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TENT5B	97	detail/nucleoplasm/TENT5B/TENT5B-evaluation.md	scored	171	5289	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
TEP1	97	detail/rejected/TEP1/TEP1-evaluation.md	rejected	172	5399	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TERB1	97	detail/nuclear-envelope/TERB1/TERB1-evaluation.md	scored	171	4985	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
TESMIN	97	detail/nucleoplasm/TESMIN/TESMIN-evaluation.md	scored	179	5704	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TEX11	97	detail/rejected/TEX11/TEX11-evaluation.md	rejected	169	5223	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=169 qa=False pkt=True
TEX12	98	detail/rejected/TEX12/TEX12-evaluation.md	rejected	178	5622	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TEX264	98	detail/chromatin/TEX264/TEX264-evaluation.md	scored	184	5636	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
TFAP2D	98	detail/nucleoplasm/TFAP2D/TFAP2D-evaluation.md	scored	179	5760	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
TFDP3	98	detail/nuclear-envelope/TFDP3/TFDP3-evaluation.md	scored	180	5746	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
THAP2	98	detail/nucleolus/THAP2/THAP2-evaluation.md	scored	176	5741	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
THAP3	99	detail/nucleoplasm/THAP3/THAP3-evaluation.md	scored	177	5653	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
THAP6	99	detail/nucleoplasm/THAP6/THAP6-evaluation.md	scored	165	4733	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=165 qa=False pkt=True
THNSL1	99	detail/nuclear-speckle/THNSL1/THNSL1-evaluation.md	scored	165	4780	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=165 qa=False pkt=True
THTPA	99	detail/nucleoplasm/THTPA/THTPA-evaluation.md	scored	168	5433	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
TIMM50	99	detail/nuclear-speckle/TIMM50/TIMM50-evaluation.md	scored	183	6003	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
TJP3	100	detail/nucleoplasm/TJP3/TJP3-evaluation.md	scored	181	5957	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TLE5	100	detail/nucleoplasm/TLE5/TLE5-evaluation.md	scored	176	5468	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
TM2D2	100	detail/nucleoplasm/TM2D2/TM2D2-evaluation.md	scored	173	4909	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
TM2D3	100	detail/nucleoplasm/TM2D3/TM2D3-evaluation.md	scored	177	5659	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
TMC6	100	detail/nuclear-envelope/TMC6/TMC6-evaluation.md	scored	184	5714	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
TMCO5A	101	detail/nuclear-envelope/TMCO5A/TMCO5A-evaluation.md	scored	173	5142	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
TMUB1	101	detail/nucleolus/TMUB1/TMUB1-evaluation.md	scored	180	5916	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TMX4	101	detail/nuclear-envelope/TMX4/TMX4-evaluation.md	scored	180	5856	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
TNFAIP1	101	detail/nucleoplasm/TNFAIP1/TNFAIP1-evaluation.md	scored	181	5976	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
TNFAIP8L2	101	detail/nucleoplasm/TNFAIP8L2/TNFAIP8L2-evaluation.md	scored	172	5076	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
TNIP1	102	detail/rejected/TNIP1/TNIP1-evaluation.md	rejected	178	5621	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=178 qa=False pkt=True
TNIP3	102	detail/nuclear-speckle/TNIP3/TNIP3-evaluation.md	scored	176	5819	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=176 qa=False pkt=True
TNNC2	102	detail/nucleoplasm/TNNC2/TNNC2-evaluation.md	scored	178	5427	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
TNP1	102	detail/rejected/TNP1/TNP1-evaluation.md	rejected	171	4841	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=171 qa=False pkt=True
TNPO2	102	detail/nucleoplasm/TNPO2/TNPO2-evaluation.md	scored	178	5571	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
