gene	path	source	report_claim	evidence_exists	image_or_metadata_exists	image_embedded	old_todo_or_checklist_only	is_true_mismatch	is_audit_false_positive	needs_repair	reason
SPC24	detail/chromatin/SPC24/SPC24-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SPC25	detail/chromatin/SPC25/SPC25-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SPC25	detail/chromatin/SPC25/SPC25-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SPINDOC	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SPINDOC	detail/chromatin/SPINDOC/SPINDOC-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SSBP2	detail/chromatin/SSBP2/SSBP2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SSBP2	detail/chromatin/SSBP2/SSBP2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SUPT16H	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SUPT16H	detail/chromatin/SUPT16H/SUPT16H-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SYCE1	detail/chromatin/SYCE1/SYCE1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SYCE1	detail/chromatin/SYCE1/SYCE1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
SYCE2	detail/chromatin/SYCE2/SYCE2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
SYCE2	detail/chromatin/SYCE2/SYCE2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
Sohlh2	detail/chromatin/Sohlh2/Sohlh2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TADA2A	detail/chromatin/TADA2A/TADA2A-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TADA2A	detail/chromatin/TADA2A/TADA2A-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TASOR2	detail/chromatin/TASOR2/TASOR2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TASOR2	detail/chromatin/TASOR2/TASOR2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TBX22	detail/chromatin/TBX22/TBX22-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TELO2	detail/chromatin/TELO2/TELO2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TELO2	detail/chromatin/TELO2/TELO2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TEX264	detail/chromatin/TEX264/TEX264-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TFAP2E	detail/chromatin/TFAP2E/TFAP2E-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
THAP4	detail/chromatin/THAP4/THAP4-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
THAP4	detail/chromatin/THAP4/THAP4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TOX4	detail/chromatin/TOX4/TOX4-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
TOX4	detail/chromatin/TOX4/TOX4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
TRIOBP	detail/chromatin/TRIOBP/TRIOBP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TRNP1	detail/chromatin/TRNP1/TRNP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TSPY1	detail/chromatin/TSPY1/TSPY1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
TSPY3	detail/chromatin/TSPY3/TSPY3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
UFL1	detail/chromatin/UFL1/UFL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
UFL1	detail/chromatin/UFL1/UFL1-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
UVSSA	detail/chromatin/UVSSA/UVSSA-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
UVSSA	detail/chromatin/UVSSA/UVSSA-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
VSX2	detail/chromatin/VSX2/VSX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
WDR77	detail/chromatin/WDR77/WDR77-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
WDR77	detail/chromatin/WDR77/WDR77-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ZHX1	detail/chromatin/ZHX1/ZHX1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
ZHX1	detail/chromatin/ZHX1/ZHX1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ABRAXAS1	detail/nuclear-body/ABRAXAS1/ABRAXAS1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ABRAXAS1	detail/nuclear-body/ABRAXAS1/ABRAXAS1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AMER1	detail/nuclear-body/AMER1/AMER1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
AMER1	detail/nuclear-body/AMER1/AMER1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ANGEL2	detail/nuclear-body/ANGEL2/ANGEL2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ANGEL2	detail/nuclear-body/ANGEL2/ANGEL2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ANXA9	detail/nuclear-body/ANXA9/ANXA9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ANXA9	detail/nuclear-body/ANXA9/ANXA9-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
APBB3	detail/nuclear-body/APBB3/APBB3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
APBB3	detail/nuclear-body/APBB3/APBB3-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ARIH1	detail/nuclear-body/ARIH1/ARIH1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
ARIH1	detail/nuclear-body/ARIH1/ARIH1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
BABAM1	detail/nuclear-body/BABAM1/BABAM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
BABAM1	detail/nuclear-body/BABAM1/BABAM1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
BLMH	detail/nuclear-body/BLMH/BLMH-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
BLMH	detail/nuclear-body/BLMH/BLMH-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
C19orf47	detail/nuclear-body/C19orf47/C19orf47-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
C1orf35	detail/nuclear-body/C1orf35/C1orf35-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
C6orf52	detail/nuclear-body/C6orf52/C6orf52-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
C8orf58	detail/nuclear-body/C8orf58/C8orf58-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CAND2	detail/nuclear-body/CAND2/CAND2-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded
CCNDBP1	detail/nuclear-body/CCNDBP1/CCNDBP1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
CCNDBP1	detail/nuclear-body/CCNDBP1/CCNDBP1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
CGNL1	detail/nuclear-body/CGNL1/CGNL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
CGNL1	detail/nuclear-body/CGNL1/CGNL1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
CHN2	detail/nuclear-body/CHN2/CHN2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CIRSR	detail/nuclear-body/CIRSR/CIRSR-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CLMN	detail/nuclear-body/CLMN/CLMN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
COG6	detail/nuclear-body/COG6/COG6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
COPS4	detail/nuclear-body/COPS4/COPS4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CRIP3	detail/nuclear-body/CRIP3/CRIP3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CWF19L2	detail/nuclear-body/CWF19L2/CWF19L2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
CXXC1	detail/nuclear-body/CXXC1/CXXC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DBNDD1	detail/nuclear-body/DBNDD1/DBNDD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DDX39A	detail/nuclear-body/DDX39A/DDX39A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DDX39B	detail/nuclear-body/DDX39B/DDX39B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DDX42	detail/nuclear-body/DDX42/DDX42-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DDX46	detail/nuclear-body/DDX46/DDX46-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DHX8	detail/nuclear-body/DHX8/DHX8-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
DHX8	detail/nuclear-body/DHX8/DHX8-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
DNAJC11	detail/nuclear-body/DNAJC11/DNAJC11-evaluation.md	HPA_IF	STALE_PATTERN	True	False	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded
DNAJC28	detail/nuclear-body/DNAJC28/DNAJC28-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
DNAJC28	detail/nuclear-body/DNAJC28/DNAJC28-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
DNMBP	detail/nuclear-body/DNMBP/DNMBP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
DUSP28	detail/nuclear-body/DUSP28/DUSP28-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
EIF2D	detail/nuclear-body/EIF2D/EIF2D-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
EIF4H	detail/nuclear-body/EIF4H/EIF4H-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
EIF4H	detail/nuclear-body/EIF4H/EIF4H-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ELF2	detail/nuclear-body/ELF2/ELF2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
ELF2	detail/nuclear-body/ELF2/ELF2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ELL3	detail/nuclear-body/ELL3/ELL3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
ELL3	detail/nuclear-body/ELL3/ELL3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ELOA	detail/nuclear-body/ELOA/ELOA-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
ELOA	detail/nuclear-body/ELOA/ELOA-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ENOPH1	detail/nuclear-body/ENOPH1/ENOPH1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
ENOPH1	detail/nuclear-body/ENOPH1/ENOPH1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
EPC1	detail/nuclear-body/EPC1/EPC1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
EPC1	detail/nuclear-body/EPC1/EPC1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
EPC2	detail/nuclear-body/EPC2/EPC2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
EPC2	detail/nuclear-body/EPC2/EPC2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
EPG5	detail/nuclear-body/EPG5/EPG5-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
EPG5	detail/nuclear-body/EPG5/EPG5-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ERCC8	detail/nuclear-body/ERCC8/ERCC8-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
ERCC8	detail/nuclear-body/ERCC8/ERCC8-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
ETAA1	detail/nuclear-body/ETAA1/ETAA1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
