global_index	batch_id	priority	task_type	gene	current_path	current_status	current_category	current_lines	current_score	source_audit	error_type	risk_level	needs_harvest	needs_report_repair	needs_false_rejection_recheck	needs_new_evaluation	needs_manual_review	needs_validator_exception_review	duplicate_status	skip_reason	recommended_action	worker_id	lock_path	stage_path	final_path	state	reason
71	15	P0	NEW_PROTEIN_EVALUATION	DGKQ		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/DGKQ.lock	audit_work/continuous_completion_workers/worker_W3/batch_15/staged_reports/DGKQ-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
72	15	P0	NEW_PROTEIN_EVALUATION	RUNDC1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/RUNDC1.lock	audit_work/continuous_completion_workers/worker_W3/batch_15/staged_reports/RUNDC1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
73	15	P0	NEW_PROTEIN_EVALUATION	LMX1A		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/LMX1A.lock	audit_work/continuous_completion_workers/worker_W3/batch_15/staged_reports/LMX1A-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
74	15	P0	NEW_PROTEIN_EVALUATION	FAM90A12		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/FAM90A12.lock	audit_work/continuous_completion_workers/worker_W3/batch_15/staged_reports/FAM90A12-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
75	15	P0	NEW_PROTEIN_EVALUATION	LHX2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/LHX2.lock	audit_work/continuous_completion_workers/worker_W3/batch_15/staged_reports/LHX2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
76	16	P0	NEW_PROTEIN_EVALUATION	NEUROD6		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/NEUROD6.lock	audit_work/continuous_completion_workers/worker_W4/batch_16/staged_reports/NEUROD6-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
77	16	P0	NEW_PROTEIN_EVALUATION	MECOM		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/MECOM.lock	audit_work/continuous_completion_workers/worker_W4/batch_16/staged_reports/MECOM-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
78	16	P0	NEW_PROTEIN_EVALUATION	MORN3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/MORN3.lock	audit_work/continuous_completion_workers/worker_W4/batch_16/staged_reports/MORN3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
79	16	P0	NEW_PROTEIN_EVALUATION	SPATA12		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/SPATA12.lock	audit_work/continuous_completion_workers/worker_W4/batch_16/staged_reports/SPATA12-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
80	16	P0	NEW_PROTEIN_EVALUATION	RARA		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/RARA.lock	audit_work/continuous_completion_workers/worker_W4/batch_16/staged_reports/RARA-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
81	17	P0	NEW_PROTEIN_EVALUATION	ARX		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/ARX.lock	audit_work/continuous_completion_workers/worker_W1/batch_17/staged_reports/ARX-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
82	17	P0	NEW_PROTEIN_EVALUATION	PRR23E		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/PRR23E.lock	audit_work/continuous_completion_workers/worker_W1/batch_17/staged_reports/PRR23E-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
83	17	P0	NEW_PROTEIN_EVALUATION	Bola2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/Bola2.lock	audit_work/continuous_completion_workers/worker_W1/batch_17/staged_reports/Bola2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
84	17	P0	NEW_PROTEIN_EVALUATION	HNF4A		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/HNF4A.lock	audit_work/continuous_completion_workers/worker_W1/batch_17/staged_reports/HNF4A-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
85	17	P0	NEW_PROTEIN_EVALUATION	Pin1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/Pin1.lock	audit_work/continuous_completion_workers/worker_W1/batch_17/staged_reports/Pin1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
86	18	P0	NEW_PROTEIN_EVALUATION	PRR23C		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/PRR23C.lock	audit_work/continuous_completion_workers/worker_W2/batch_18/staged_reports/PRR23C-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
87	18	P0	NEW_PROTEIN_EVALUATION	DMRTC1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/DMRTC1.lock	audit_work/continuous_completion_workers/worker_W2/batch_18/staged_reports/DMRTC1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
88	18	P0	NEW_PROTEIN_EVALUATION	PPARG		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/PPARG.lock	audit_work/continuous_completion_workers/worker_W2/batch_18/staged_reports/PPARG-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
89	18	P0	NEW_PROTEIN_EVALUATION	NAA11		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/NAA11.lock	audit_work/continuous_completion_workers/worker_W2/batch_18/staged_reports/NAA11-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
90	18	P0	NEW_PROTEIN_EVALUATION	RORA		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/RORA.lock	audit_work/continuous_completion_workers/worker_W2/batch_18/staged_reports/RORA-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
91	19	P0	NEW_PROTEIN_EVALUATION	RIPK3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/RIPK3.lock	audit_work/continuous_completion_workers/worker_W3/batch_19/staged_reports/RIPK3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
92	19	P0	NEW_PROTEIN_EVALUATION	TM2D1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/TM2D1.lock	audit_work/continuous_completion_workers/worker_W3/batch_19/staged_reports/TM2D1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
93	19	P0	NEW_PROTEIN_EVALUATION	PAX6		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/PAX6.lock	audit_work/continuous_completion_workers/worker_W3/batch_19/staged_reports/PAX6-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
94	19	P0	NEW_PROTEIN_EVALUATION	XPC		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/XPC.lock	audit_work/continuous_completion_workers/worker_W3/batch_19/staged_reports/XPC-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
95	19	P0	NEW_PROTEIN_EVALUATION	NPR1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/NPR1.lock	audit_work/continuous_completion_workers/worker_W3/batch_19/staged_reports/NPR1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
96	20	P0	NEW_PROTEIN_EVALUATION	LCA5L		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/LCA5L.lock	audit_work/continuous_completion_workers/worker_W4/batch_20/staged_reports/LCA5L-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
97	20	P0	NEW_PROTEIN_EVALUATION	ETS1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/ETS1.lock	audit_work/continuous_completion_workers/worker_W4/batch_20/staged_reports/ETS1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
98	20	P0	NEW_PROTEIN_EVALUATION	LBHD1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/LBHD1.lock	audit_work/continuous_completion_workers/worker_W4/batch_20/staged_reports/LBHD1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
99	20	P0	NEW_PROTEIN_EVALUATION	BRAP		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/BRAP.lock	audit_work/continuous_completion_workers/worker_W4/batch_20/staged_reports/BRAP-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
100	20	P0	NEW_PROTEIN_EVALUATION	GARNL3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/GARNL3.lock	audit_work/continuous_completion_workers/worker_W4/batch_20/staged_reports/GARNL3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
101	21	P0	NEW_PROTEIN_EVALUATION	RB1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/RB1.lock	audit_work/continuous_completion_workers/worker_W1/batch_21/staged_reports/RB1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
102	21	P0	NEW_PROTEIN_EVALUATION	WDR86		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/WDR86.lock	audit_work/continuous_completion_workers/worker_W1/batch_21/staged_reports/WDR86-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
103	21	P0	NEW_PROTEIN_EVALUATION	MEN1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/MEN1.lock	audit_work/continuous_completion_workers/worker_W1/batch_21/staged_reports/MEN1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
104	21	P0	NEW_PROTEIN_EVALUATION	Bex4		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/Bex4.lock	audit_work/continuous_completion_workers/worker_W1/batch_21/staged_reports/Bex4-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
105	21	P0	NEW_PROTEIN_EVALUATION	EMD		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/EMD.lock	audit_work/continuous_completion_workers/worker_W1/batch_21/staged_reports/EMD-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
106	22	P0	NEW_PROTEIN_EVALUATION	VCP		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/VCP.lock	audit_work/continuous_completion_workers/worker_W2/batch_22/staged_reports/VCP-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
107	22	P0	NEW_PROTEIN_EVALUATION	AKAP11		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/AKAP11.lock	audit_work/continuous_completion_workers/worker_W2/batch_22/staged_reports/AKAP11-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
108	22	P0	NEW_PROTEIN_EVALUATION	SSX3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/SSX3.lock	audit_work/continuous_completion_workers/worker_W2/batch_22/staged_reports/SSX3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
109	22	P0	NEW_PROTEIN_EVALUATION	WRN		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/WRN.lock	audit_work/continuous_completion_workers/worker_W2/batch_22/staged_reports/WRN-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
110	22	P0	NEW_PROTEIN_EVALUATION	DOHH		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/DOHH.lock	audit_work/continuous_completion_workers/worker_W2/batch_22/staged_reports/DOHH-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
111	23	P0	NEW_PROTEIN_EVALUATION	EBP		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/EBP.lock	audit_work/continuous_completion_workers/worker_W3/batch_23/staged_reports/EBP-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
112	23	P0	NEW_PROTEIN_EVALUATION	PCGF1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/PCGF1.lock	audit_work/continuous_completion_workers/worker_W3/batch_23/staged_reports/PCGF1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
113	23	P0	NEW_PROTEIN_EVALUATION	BMPR2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/BMPR2.lock	audit_work/continuous_completion_workers/worker_W3/batch_23/staged_reports/BMPR2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
114	23	P0	NEW_PROTEIN_EVALUATION	NKPD1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/NKPD1.lock	audit_work/continuous_completion_workers/worker_W3/batch_23/staged_reports/NKPD1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
115	23	P0	NEW_PROTEIN_EVALUATION	MEF2C		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/MEF2C.lock	audit_work/continuous_completion_workers/worker_W3/batch_23/staged_reports/MEF2C-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
116	24	P0	NEW_PROTEIN_EVALUATION	CCDC27		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/CCDC27.lock	audit_work/continuous_completion_workers/worker_W4/batch_24/staged_reports/CCDC27-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
117	24	P0	NEW_PROTEIN_EVALUATION	USF1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/USF1.lock	audit_work/continuous_completion_workers/worker_W4/batch_24/staged_reports/USF1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
118	24	P0	NEW_PROTEIN_EVALUATION	MFHAS1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/MFHAS1.lock	audit_work/continuous_completion_workers/worker_W4/batch_24/staged_reports/MFHAS1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
119	24	P0	NEW_PROTEIN_EVALUATION	CYB5RL		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/CYB5RL.lock	audit_work/continuous_completion_workers/worker_W4/batch_24/staged_reports/CYB5RL-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
120	24	P0	NEW_PROTEIN_EVALUATION	CACYBP		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W4	audit_work/locks/continuous_completion/CACYBP.lock	audit_work/continuous_completion_workers/worker_W4/batch_24/staged_reports/CACYBP-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
121	25	P0	NEW_PROTEIN_EVALUATION	PML		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/PML.lock	audit_work/continuous_completion_workers/worker_W1/batch_25/staged_reports/PML-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
122	25	P0	NEW_PROTEIN_EVALUATION	RSPH14		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/RSPH14.lock	audit_work/continuous_completion_workers/worker_W1/batch_25/staged_reports/RSPH14-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
123	25	P0	NEW_PROTEIN_EVALUATION	CCAR2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/CCAR2.lock	audit_work/continuous_completion_workers/worker_W1/batch_25/staged_reports/CCAR2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
124	25	P0	NEW_PROTEIN_EVALUATION	JUNB		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/JUNB.lock	audit_work/continuous_completion_workers/worker_W1/batch_25/staged_reports/JUNB-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
125	25	P0	NEW_PROTEIN_EVALUATION	CAD		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W1	audit_work/locks/continuous_completion/CAD.lock	audit_work/continuous_completion_workers/worker_W1/batch_25/staged_reports/CAD-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
126	26	P0	NEW_PROTEIN_EVALUATION	EOMES		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/EOMES.lock	audit_work/continuous_completion_workers/worker_W2/batch_26/staged_reports/EOMES-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
127	26	P0	NEW_PROTEIN_EVALUATION	PTF1A		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/PTF1A.lock	audit_work/continuous_completion_workers/worker_W2/batch_26/staged_reports/PTF1A-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
128	26	P0	NEW_PROTEIN_EVALUATION	MACROH2A1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/MACROH2A1.lock	audit_work/continuous_completion_workers/worker_W2/batch_26/staged_reports/MACROH2A1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
129	26	P0	NEW_PROTEIN_EVALUATION	NCOR2		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/NCOR2.lock	audit_work/continuous_completion_workers/worker_W2/batch_26/staged_reports/NCOR2-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
130	26	P0	NEW_PROTEIN_EVALUATION	PPARD		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W2	audit_work/locks/continuous_completion/PPARD.lock	audit_work/continuous_completion_workers/worker_W2/batch_26/staged_reports/PPARD-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
131	27	P0	NEW_PROTEIN_EVALUATION	STAT6		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/STAT6.lock	audit_work/continuous_completion_workers/worker_W3/batch_27/staged_reports/STAT6-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
132	27	P0	NEW_PROTEIN_EVALUATION	BRMS1		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/BRMS1.lock	audit_work/continuous_completion_workers/worker_W3/batch_27/staged_reports/BRMS1-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
133	27	P0	NEW_PROTEIN_EVALUATION	MATR3		missing	?	0	?	excel_coverage_check		HIGH	True	True	False	True	True	False	N/A	N/A	NEW_PROTEIN_EVALUATION	W3	audit_work/locks/continuous_completion/MATR3.lock	audit_work/continuous_completion_workers/worker_W3/batch_27/staged_reports/MATR3-evaluation.md	?	NEEDS_HARVEST	NEW_PROTEIN_EVALUATION
